openalex_id,doi,title,year,journal,cited_by
W4409292477,10.3389/fpsyg.2025.1553296,How does urban blue space affect human well-being? A study based on the stimulus-organism-response theory,2025,Frontiers in Psychology,9
W4411592182,10.5050/ksnve.2025.35.3.298,Microscopic Approach to Analyze the Impact of Lane Change on Road Traffic Noise,2025,Transactions of the Korean Society for Noise and Vibration Engineering,1
W4392891551,10.1016/j.heliyon.2024.e27918,Crowdsourced cycling data applications to estimate noise pollution exposure during urban cycling,2024,Heliyon,5
W2921552023,10.20961/arst.v16i1.20092,WWR OPTIMIZATION FOR VENTILATION AND ENVIRONMENTAL NOISE CONTROL OF TROPICAL DWELLING,2018,Arsitektura,1
W4389348209,10.1111/jav.03182,Effect sizes of divergence in urban noise and song minimum frequency of grey‐cheeked fulvettas <i>Alcippe morrisonia morrisonia</i>,2023,Journal of Avian Biology,1
W4410583020,10.1016/j.trd.2025.104806,Synergistic role of audio-visual perceptions in promoting bikeshare for active travel,2025,Transportation Research Part D Transport and Environment,10
W2141047270,10.1121/1.1863032,Theory and design of sound field reproduction in reverberant rooms,2005,The Journal of the Acoustical Society of America,209
W1970884783,10.1016/0160-4120(95)00108-5,"Transportation noise, sleep, and possible after-effects",1996,Environment International,85
W2988998296,10.1121/1.5137045,Singing in the city: Trade-offs between signal salience and vocal performance in the presence of anthropogenic noise,2019,The Journal of the Acoustical Society of America,1
W4247802526,10.1016/j.cub.2019.07.018,Noise pollution,2019,Current Biology,101
W1982320825,10.1111/2041-210x.12384,Assessing the performance of a semi‐automated acoustic monitoring system for primates,2015,Methods in Ecology and Evolution,176
W4413475043,10.12933/therya_notes-25-202,"First record and detailed description of calls from the Bolivian bamboo rat Dactylomys boliviensis in Carrasco National Park, Bolivia",2025,Therya notes,1
W2808926502,10.1016/j.envres.2018.06.031,Pathways linking residential noise and air pollution to mental ill-health in young adults,2018,Environmental Research,121
W3134661113,10.1007/s40572-021-00307-7,"Built Environment, Transport, and COVID-19: a Review",2021,Current Environmental Health Reports,76
W2418168808,10.1111/mam.12072,Roads and bats: a meta‐analysis and review of the evidence on vehicle collisions and barrier effects,2016,Mammal Review,119
W3210637115,10.17271/2318847297220212964,Automotive traffic noise and urban public spaces,2021,Revista Nacional de Gerenciamento de Cidades,0
W4387218914,10.33736/jcshd.5933.2023,The Effects of Background Music on The Screen-Based Reading Material Among University Students: An Eye Tracking Study,2023,Journal of Cognitive Sciences and Human Development,1
W4385851842,10.1121/10.0020725,Daytime boat sound does not affect the behavior of wild thorny oysters (<i>Spondylus americanus</i>): A field-based study,2023,The Journal of the Acoustical Society of America,2
W4408727900,10.1038/s41370-025-00765-3,Assessing the relationship between space-time behaviours and personal noise exposure using isotemporal substitution models in the Grand Paris area,2025,Journal of Exposure Science & Environmental Epidemiology,1
W7153758886,10.1016/j.jum.2026.04.003,Assessing the impact of landscape context on soundscape quality in multifunctional urban open spaces,2026,Journal of Urban Management,0
W4399682232,10.1111/eea.13487,Spatial and temporal variation in ambient vibratory noise and its impact potential on a common urban arthropod,2024,Entomologia Experimentalis et Applicata,9
W2974001028,10.1163/1568539x-00003571,"Urban house finches (Haemorhous mexicanus) are less averse to novel noises, but not other novel environmental stimuli, than rural birds",2019,Behaviour,8
W1972841749,10.1016/0003-682x(94)90041-8,A study of noise in various modes of transport in Delhi,1994,Applied Acoustics,40
W3154399646,10.1016/j.appet.2021.105264,Sounds Healthy: Modelling sound-evoked consumer food choice through visual attention,2021,Appetite,51
W2808151983,10.1016/j.jtrangeo.2018.06.007,Exposure to noise and air pollution by mode of transportation during rush hours in Montreal,2018,Journal of Transport Geography,90
W2415914268,10.1007/s12304-016-9266-3,The Application of the Acoustic Complexity Indices (ACI) to Ecoacoustic Event Detection and Identification (EEDI) Modeling,2016,Biosemiotics,66
W4402374340,10.47577/sustainability.v7i.11678,The Role of Soundscape on Urban Attractiveness in Traditional Cities,2024,Technium Sustainability,0
W2923114973,10.1186/s13561-019-0226-x,Neighborhood characteristics as determinants of healthcare utilization – a theoretical model,2019,Health Economics Review,58
W3005321468,10.3390/s20030903,Sound Levels Forecasting in an Acoustic Sensor Network Using a Deep Neural Network,2020,Sensors,25
W2006360525,10.1006/jsvi.2001.4073,A HIGH-FREQUENCY THREE-DIMENSIONAL TYRE MODEL BASED ON TWO COUPLED ELASTIC LAYERS,2002,Journal of Sound and Vibration,75
W3110383388,10.1515/noise-2020-0021,"Noise at the time of COVID 19: The impact in some areas in Rome and Milan, Italy",2020,Noise Mapping,28
W2461692401,10.1093/beheco/arw103,Moving beyond species-specific noise-induced changes in birdsong: a comment on Roca et al.,2016,Behavioral Ecology,1
W7131159753,10.1016/j.buildenv.2026.114414,Revealing nonlinear morphology-noise relationships: A multi-scale analysis using vector units in high-density cities,2026,Building and Environment,1
W2192434546,10.1016/j.anbehav.2015.06.021,Experimental chronic noise exposure affects adult song in zebra finches,2015,Animal Behaviour,29
W4385876860,10.1080/17458927.2023.2245232,The sonic spectrums of skateboarding: from polarity to plurality,2023,The Senses and Society,10
W4386140930,10.23880/jenr-16000342,"The Environmental Consequence of Automobile and Motor-bike Traffic Noise Intensity on the Activity of African Grey Parrots (Psithacus erittacus) in Limbe Botanic Garden, Southwest Region, Cameroon",2023,Journal of Ecology & Natural Resources,1
W3179761016,10.3389/fmars.2021.703682,The Next Wave of Passive Acoustic Data Management: How Centralized Access Can Enhance Science,2021,Frontiers in Marine Science,30
W7134261222,10.4103/nah.nah_208_25,Relationship between Environmental Noise Exposure in Hospitals and Respiratory Infections in Elderly Individuals with Cognitive Decline: A Retrospective Analysis,2026,Noise and Health,1
W2727962359,10.1111/jpms.12213,Yeah yeah yeah: The sixties screamscape of Beatlemania,2017,Journal of Popular Music Studies,23
W2112154875,10.1260/1351-010x.19.1.57,"Relationships between Measured Levels and Subjective Ratings: A Case Study of the Food-Court Area in CEPA Shopping Center, Ankara",2012,Building Acoustics,17
W4313346024,10.30822/arteks.v7i3.1837,"The relationship of soundscape and shopping behaviors in Malioboro Mall and Ambarrukmo Plaza, Yogyakarta",2022,ARTEKS Jurnal Teknik Arsitektur,0
W4407530867,10.1186/s42854-025-00072-y,Evaluating the efficacy of small-plot restorative management in an urban park using low-tech soundscape tools: an exploratory study,2025,Urban Transformations,0
W2049573894,10.1121/1.409379,"Auto traffic noise, air traffic noise, and the environmental quality of city streets: Test of a model",1994,The Journal of the Acoustical Society of America,0
W2143688380,10.1111/j.0030-1299.2005.13777.x,A state–space model to derive bluefin tuna movement and habitat from archival tags,2005,Oikos,99
W4412747959,10.1109/tce.2025.3593889,Enhancing UAV Human-Machine Interaction With Multimodal Behavioral Data: A Gaze-Posture Synergistic Approach,2025,IEEE Transactions on Consumer Electronics,1
W2113685387,10.1186/1479-5868-5-32,Perceived characteristics of the environment associated with active travel: development and testing of a new scale,2008,International Journal of Behavioral Nutrition and Physical Activity,57
W4306166121,10.1007/s40726-022-00236-5,How the COVID-19 Pandemic Muted and Remixed the World’s Acoustics for a While,2022,Current Pollution Reports,3
W4408283290,10.15302/j-laf-1-020106,Research on the Combined Effects of Plant Odor and Traffic Noise on Crowd Behaviors in Urban Environments,2024,Landscape Architecture Frontiers,0
W3049762856,10.1007/s00248-020-01569-8,Effects of Urbanization and Landscape on Gut Microbiomes in White-Crowned Sparrows,2020,Microbial Ecology,67
W2561443310,10.1016/j.eswa.2016.12.019,Automatic anuran identification using noise removal and audio activity detection,2016,Expert Systems with Applications,50
W7159641029,10.3390/su18094369,Exploring the Soundscape Perception of Streets: A Thematic Analysis of Focus Groups with Experts,2026,Sustainability,0
W3032823239,10.1007/s11269-020-02560-1,Detection of Emerging through-Wall Cracks for Pipe Break Early Warning in Water Distribution Systems Using Permanent Acoustic Monitoring and Acoustic Wave Analysis,2020,Water Resources Management,41
W2170468152,10.11124/jbisrir-2015-2311,"The effectiveness of sleep education programs in improving sleep hygiene knowledge, sleep behavior practices and/or sleep quality of college students: a systematic review protocol",2015,The JBI Database of Systematic Reviews and Implementation Reports,2
W7140027837,10.1002/pan3.70271,Effect distances of road traffic noise on wildlife behaviour: A soundscape mapping approach using bird habitat selection,2026,People and Nature,0
W4312105990,10.1007/s10211-022-00406-0,"Effects of anthropogenic noise on cognition, bill color, and growth in the zebra finch (Taeniopygia guttata)",2022,acta ethologica,11
W3089100121,10.1111/ibi.12885,Insights on the effect of aircraft traffic on avian vocal activity,2020,Ibis,10
W4313226490,10.32890/jeth2022.2.6,"SOUNDSCAPE MAPPING OF AGODI PARK AND GARDENS, IBADAN SOUTHWESTERN NIGERIA",2022,Journal of Event Tourism and Hospitality Studies,0
W4389765574,10.1111/1365-2664.14564,Snowmobile noise alters bird vocalization patterns during winter and pre‐breeding season,2023,Journal of Applied Ecology,15
W2802006680,10.1016/j.buildenv.2018.04.024,Effects of thermophysiological and non-thermal factors on outdoor thermal perceptions: The Tomebamba Riverbanks case,2018,Building and Environment,69
W2712503360,10.3389/fmars.2017.00197,Spatial and Temporal Variation in the Acoustic Habitat of Bottlenose Dolphins (Tursiops aduncus) within a Highly Urbanized Estuary,2017,Frontiers in Marine Science,27
W3182246589,10.1186/s12889-021-11368-6,Associations of changes in neighbourhood walkability with changes in walking activity in older adults: a fixed effects analysis,2021,BMC Public Health,41
W4413990973,10.3390/f16091416,Spatiotemporal Heterogeneity of Forest Park Soundscapes Based on Deep Learning: A Case Study of Zhangjiajie National Forest Park,2025,Forests,0
W4280553628,10.1007/s13762-022-04240-6,"Smartphones, a tool for noise monitoring and noise mapping: an overview",2022,International Journal of Environmental Science and Technology,13
W4408656302,10.3390/buildings15060972,"Mindful Architecture from Text-to-Image AI Perspectives: A Case Study of DALL-E, Midjourney, and Stable Diffusion",2025,Buildings,28
W2886631826,10.3389/fmars.2018.00270,Underwater Acoustic Ecology Metrics in an Alaska Marine Protected Area Reveal Marine Mammal Communication Masking and Management Alternatives,2018,Frontiers in Marine Science,29
W632321668,,A TRAFFIC ASSIGNMENT MODEL TO REDUCE NOISE ANNOYANCE IN URBAN NETWORKS,1987,Transportation Research Record Journal of the Transportation Research Board,1
W4407979498,10.54028/nj202524503,"Restoring Tranquility: Tackling Traffic Noise for Enhanced Comfort in Indonesia Kaya Park, Semarang City, Indonesia",2025,Nakhara Journal of Environmental Design and Planning,0
W4412842875,10.61511/jocae.v3i1.2025.2077,The behavioral changes of birds as a result of urban noise levels,2025,Journal of Character and Environment,0
W2095456945,10.1016/j.jsv.2014.06.032,Development of a 3D finite element acoustic model to predict the sound reduction index of stud based double-leaf walls,2014,Journal of Sound and Vibration,66
W2858729524,10.1145/3214285,Effect of Distinct Ambient Noise Types on Mobile Interaction,2018,Proceedings of the ACM on Interactive Mobile Wearable and Ubiquitous Technologies,30
W3119346013,10.1007/s11252-021-01092-9,Anthropogenic noise and atmospheric absorption of sound induce amplitude shifts in the songs of Southern House Wren (Troglodytes aedon musculus),2021,Urban Ecosystems,17
W1996179873,10.1007/s00359-012-0789-z,Why longer song elements are easier to detect: threshold level-duration functions in the Great Tit and comparison with human data,2013,Journal of Comparative Physiology A,29
W4416821263,10.1038/s41598-025-30347-0,Study on the correlation between soundscape perception and pro-environmental behaviors in Grand Canal National Cultural Park based on the expert perspective,2025,Scientific Reports,0
W4407921320,10.1080/09524622.2025.2465400,Reaction of ungulates to natural sound stimuli,2025,Bioacoustics,0
W3124881666,10.1111/btp.12907,Sharing sound: Avian acoustic niches in the Brazilian Atlantic Forest,2021,Biotropica,16
W4406504083,10.1016/j.biocon.2025.110974,Habitat preference contributes to explaining the varied sensitivity of bats to anthropogenic noise,2025,Biological Conservation,11
W4404196960,10.3389/famrs.2024.1457928,"Novel sounds, native responses: exploring the acoustic consequences of Eleutherodactylus johnstonei’s invasion in urban areas",2024,Frontiers in Amphibian and Reptile Science,2
W7137078640,10.3724/j.fjyl.la20250363,Emotional Mediation of the Effect of Urban Park Audiovisual Elements on Leisure-Time Physical Activity,2026,Landscape Architecture,0
W7131247107,10.1371/journal.pone.0343393,Mapping urban soundscape patterns using user-generated content: A place model approach to acoustic environment perception,2026,PLoS ONE,0
W2380629826,10.1515/noise-2016-0010,Predicting Hourly Traflc Noise from Traflc FlowRate Model: Underlying Concepts for theDYNAMAP Project,2016,Noise Mapping,13
W4206413812,10.1016/j.cub.2021.08.063,Acoustic biodiversity,2021,Current Biology,15
W2046715438,10.1103/physrevd.35.3572,Superconducting gravity gradiometer for sensitive gravity measurements. II. Experiment,1987,"Physical review. D. Particles, fields, gravitation, and cosmology/Physical review. D. Particles and fields",52
W1484615441,10.1016/0022-4375(90)90035-a,Drug and alcohol attitudes and usage among elementary and secondary students,1990,Journal of Safety Research,18
W4413746699,10.1655/herpetologica-d-24-00044,Effects of Urban Noise on the Development and Behavior of Dryophytes arenicolor,2025,Herpetologica,0
W3083833743,10.1016/j.buildenv.2020.107216,Indoor environmental quality in existing public buildings in China: Measurement results and retrofitting priorities,2020,Building and Environment,38
W2121160871,,Bicycle Tracks and Lanes: a Before-After Study,2008,Transportation Research Board 87th Annual MeetingTransportation Research Board,51
W2415081762,10.1016/j.beproc.2016.06.002,Low frequency dove coos vary across noise gradients in an urbanized environment,2016,Behavioural Processes,14
W2609751690,10.1016/j.trd.2017.03.002,"Multi-criteria user equilibrium model considering travel time, travel time reliability and distance",2017,Transportation Research Part D Transport and Environment,41
W3038679119,10.1016/j.foodqual.2020.104020,The effects of noise control in coffee tasting experiences,2020,Food Quality and Preference,46
W2074854698,10.1121/1.2004991,Aircraft noise and the health and behavior of children,1980,The Journal of the Acoustical Society of America,0
W2530312103,10.5958/2249-7315.2016.01018.2,Performance Analysis of Robust Recursive Least Square and its Lattice Structure for Noise Cancellation in ECG Signals,2016,Asian Journal of Research in Social Sciences and Humanities,1
W2087019473,10.1016/j.buildenv.2013.05.021,Finite element acoustic analysis of a steel stud based double-leaf wall,2013,Building and Environment,50
W2753528759,10.1007/s11252-017-0698-6,Signal information of bird song changes in human-dominated landscapes,2017,Urban Ecosystems,21
W3074876829,10.1016/j.apm.2020.06.076,"Phytoplankton-zooplankton interaction under environmental stochasticity: Survival, extinction and stability",2020,Applied Mathematical Modelling,47
W4205220795,10.1016/j.glohj.2022.01.005,Assessment of health impacts of noise pollution in the Tarkwa Mining Community of Ghana using noise mapping techniques,2022,Global Health Journal,43
W2980274706,10.1111/geb.13016,Geographical associations with anthropogenic noise pollution for North American breeding birds,2019,Global Ecology and Biogeography,25
W7162311593,10.3390/land15050811,Dynamic Perspectives: Spatiotemporal Characteristics and Time-Segmented Environmental Drivers of Public Recreational Behavior in Urban Parks,2026,Land,0
W2562064579,10.1002/ece3.2608,A before–after control–impact assessment to understand the potential impacts of highway construction noise and activity on an endangered songbird,2016,Ecology and Evolution,14
W2103369737,10.1676/13-088.1,Singing seaside: Pacific Wrens ( <i>Troglodytes pacificus</i> ) change their songs in the presence of natural and anthropogenic noise,2014,The Wilson Journal of Ornithology,27
W4381163444,10.1007/s11356-023-28264-8,Statistical and spatio-temporal analyses of noise pollution level and its health impact,2023,Environmental Science and Pollution Research,18
W4281843579,10.1016/j.anbehav.2022.05.001,Anthropogenic noise alters the perception of a predator in a local community of great tits,2022,Animal Behaviour,21
W1986591431,10.1097/01.anc.0000324341.24841.6e,A Descriptive Study of Noise in the Neonatal Intensive Care Unit Ambient Levels and Perceptions of Contributing Factors,2008,Advances in Neonatal Care,104
W3109712343,10.1080/03949370.2020.1837963,Urbanization levels are associated with the start of the dawn chorus in vermilion flycatchers in Colombia,2020,Ethology Ecology & Evolution,15
W2391700690,,The design analysis of the urban parks for the disable,2009,Shanxi Architecture,0
W3025608341,10.18666/jpra-2020-10341,Evaluating the Use of Spatiotemporal Aircraft Data for Air Tour Management Planning and Compliance,2020,Journal of Park and Recreation Administration,4
W4416733469,10.1080/14616688.2025.2591832,"Integrating aircraft tracking, acoustic data, and surveys to evaluate park aircraft noise",2025,Tourism Geographies,0
W2738013970,10.21608/ejom.2016.845,COMMUNITY NOISE IN GREATER CAIRO,2016,Egyptian Journal of Occupational Medicine,9
W4405872019,10.17097/agricultureatauni.1463488,Evaluation of Urumiyeh (Iran) City Park in Terms of Noise Analysis and Sound Landscape,2024,Research in Agricultural Sciences,0
W4401506400,10.1075/cld.24012.jia,Capturing oral forms of linguistic landscape in the public teaching space,2024,Chinese Language and Discourse An International and Interdisciplinary Journal,2
W2338784434,10.3233/ajw-160020,Assessment of Highway Noise and Predictive  Models along NH-316,2016,Asian Journal of Water Environment and Pollution,14
W4399531951,10.3390/buildings14061753,A Study on Spatiotemporal Dynamics and Spatial Dependence of Sound Source Perception in Fuzhou Historical and Cultural Districts,2024,Buildings,3
W7138405853,10.1016/j.jenvp.2026.103004,Natural sounds modulate the processing of negative social feedback: electrophysiological evidence,2026,Journal of Environmental Psychology,0
W4382938852,10.1002/ece3.10259,A multidimensional framework to quantify the effects of urbanization on avian breeding fitness,2023,Ecology and Evolution,28
W1964643975,10.1121/1.4877667,"Measuring the sonic, infrasonic and seismic soundscape of the Southern White Rhinoceros <i>(Ceratotherium simum simum)</i> at a wildlife park conservation center",2014,The Journal of the Acoustical Society of America,0
W2910991794,10.4194/1303-2712-v19_6_07,,2018,Turkish Journal of Fisheries and Aquatic Sciences,17
W37584466,10.1121/10.0020725,How Easy Should Debt Restructuring Be,2000,The Journal of the Acoustical Society of America,6
W4415507821,10.3389/fpubh.2025.1681862,Lunch breaks as a buffer: mitigating the negative effects of road traffic noise on urban employee workplace behavior,2025,Frontiers in Public Health,0
W2762882527,10.1515/folmed-2017-0045,Community Noise Exposure and its Effect on Blood Pressure and Renal Function in Patients with Hypertension and Cardiovascular Disease,2017,Folia Medica,20
W2974370768,10.1186/s12898-019-0255-7,Habitat-related differences in song structure and complexity in a songbird with a large repertoire,2019,BMC Ecology,22
W4410561003,10.1016/j.apacoust.2025.110795,Effects of audiovisual information and its perception on the sense of culture in everyday heritage,2025,Applied Acoustics,2
W2921721442,10.1186/s13750-019-0146-6,Evidence of the environmental impact of noise pollution on biodiversity: a systematic map protocol,2019,Environmental Evidence,42
W7167512908,10.1007/s10661-026-15646-x,"Street network configuration and traffic noise patterns: a GAM-based analysis of spatial associations in Jiroft, Iran",2026,Environmental Monitoring and Assessment,0
W3093957275,10.2196/24536,Parents’ Perceptions of Their Children’s Engagement in a Consumer-Based Meditation Mobile App: Cross-Sectional Survey Study,2020,JMIR Pediatrics and Parenting,19
W866429068,,The Evaluation Structure of Auditory Images on the Streetscapes - The Semantic Issues of Soundscape based on the Students' Fieldwork -,2005,The Journal of the Acoustical Society of Korea,0
W4412843474,10.59429/esp.v10i6.3807,A review of effects of visual landscape and soundscape perception on elderly walking intentions: Case studies in urban residential neighborhood,2025,Environment and Social Psychology,0
W3193819679,10.1016/j.envres.2021.111925,Natural and built environments and blood pressure of Alpine schoolchildren,2021,Environmental Research,28
W2084169028,10.1086/ahr.116.2.316,On Being Heard: A Case for Paying Attention to the Historical Ear,2011,The American Historical Review,61
W7160594873,10.1016/j.ijheh.2026.114816,Environmental characteristics and physical activity: A cross-sectional study in Bulgaria's five largest cities,2026,International Journal of Hygiene and Environmental Health,0
W4384817419,10.5406/19452349.40.4.15,“The Music Industry Funds Private Prisons”: Analyzing Hip-Hop Urban Legend,2022,American Music,1
W2027248267,10.1016/j.beproc.2014.02.015,White-throated sparrows alter songs differentially in response to chorusing anurans and other background noise,2014,Behavioural Processes,24
W3202378247,10.14453/ltc.718,"Earwitnessing the Queer Acoustics of Public Space: Law, Sex and Nature in Ultra-red’s Second Nature",2020,Law/text/culture,0
W4417166337,10.1177/13567667251401237,Unveiling the impact of short video narratives in China's national parks on user engagement behaviors,2025,Journal Of Vacation Marketing,0
W4396219827,10.32347/2786-7269.2024.7.208-220,ANALYSIS OF THE DEGREE OF STUDY AND GLOBAL EXPERIENCE IN OPTIMIZING URBAN NOISE POLLUTION,2024,Spatial development,0
W3160030087,10.1016/j.trd.2021.102865,Estimation of the noise emissions generated by a single vehicle while driving,2021,Transportation Research Part D Transport and Environment,16
W3209789287,10.17271/2318847297220212962,Acoustic Behavior and Design of Large Urban Spaces – Canyon and Tunnel,2021,Revista Nacional de Gerenciamento de Cidades,0
W4286203011,10.1016/j.ecolind.2022.109182,Using timelapse cameras and machine learning to enhance acoustic monitoring of small boat sound,2022,Ecological Indicators,9
W1979315361,10.1097/01.ede.0000362413.04194.60,Current Traffic Noise Exposure Assessment and Noise Effect of Distraction in Class Among Children in Xiʼan City,2009,Epidemiology,0
W4414446230,10.1016/j.chaos.2025.117182,Long-range correlations in sound and silence dynamics across soundscapes,2025,Chaos Solitons & Fractals,0
W2241295761,10.1088/0253-6102/58/3/23,Effects of Inertia on Evolutionary Prisoner's Dilemma Game,2012,Communications in Theoretical Physics,18
W3105418006,10.13001/uwnpsrc.2017.5583,Environmental noise influences song frequency of Yellow Warblers (Dendroica petechia) in Grand Teton National Park,2017,The UW National Parks Service Research Station Annual Reports,0
W4229683442,10.13001/uwnpsrc.2018.5665,Environmental noise influences song frequency of Yellow Warblers (Dendroica petechia) in Grand Teton National Park,2018,The UW National Parks Service Research Station Annual Reports,0
W4416581286,10.1515/noise-2025-0021,Combining generative adversarial networks with urban noise mapping,2025,Noise Mapping,0
W4292018246,10.48044/jauf.1977.054,Trees Modify Metropolitan Climate and Noise,1977,Arboriculture & Urban Forestry,17
W2811409612,10.33225/jbse/18.17.187,THE INFLUENCE OF PARENTAL EDUCATION ON THE ENVIRONMENTAL EDUCATION OF PRE-SCHOOLERS: A CASE STUDY OF SELF-DESIGNED PICTURE BOOK,2018,Journal of Baltic Science Education,13
W4293415448,10.3390/app12178550,Analysis and Evaluation of Clustering Techniques Applied to Wireless Acoustics Sensor Network Data,2022,Applied Sciences,7
W1975947889,10.1080/0013838x.2013.778613,Shakespeare by Design: A Flight of Concepts,2013,English Studies,3
W3031195861,10.3727/152599521x16288665119314,"""It Felt Like Walking Through a Night Sky"": Managing the Visitor Experience During Biologically Based Nighttime Events",2021,Event Management,2
W7159785076,10.1111/1365-2664.70388,Vegetation structural complexity is linked to forest soundscapes and informs canopy‐targeted conservation,2026,Journal of Applied Ecology,0
W7124827570,10.3390/urbansci10010060,Multisensory Interactions in Greenway Plazas of Differing Openness and Effects on User Behaviors,2026,Urban Science,0
W2189754484,10.1121/1.4936904,Airgun inter-pulse noise field during a seismic survey in an Arctic ultra shallow marine environment,2015,The Journal of the Acoustical Society of America,26
W7130385286,10.1002/ece3.73018,The Effects of Anthrophony on Song Traits in European Robins ( <i>Erithacus rubecula</i> ),2026,Ecology and Evolution,1
W7148707511,10.1016/j.jth.2026.102313,Unveiling the nonlinear effects of street-level audiovisual environments on urban cycling volume,2026,Journal of Transport & Health,0
W2007218944,10.1016/j.scitotenv.2015.01.036,Assessment of ultrafine particles and noise measurements using fuzzy logic and data mining techniques,2015,The Science of The Total Environment,14
W7164498762,10.1029/2025gh001567,"Natural Environment, Neighborhood Contexts, and Intra‐Urban Suicidal Behavior",2026,GeoHealth,0
W2332160347,10.1525/jams.2015.68.2.435,"Review: Music, Piety, and Propaganda: The Soundscapes of Counter-Reformation Bavaria by Alexander J. Fisher",2015,Journal of the American Musicological Society,0
W3200020219,10.1111/jav.02846,"Anthropogenic noise, song, and territorial aggression in southern house wrens",2021,Journal of Avian Biology,12
W7141527794,10.15302/j-laf-2026-0017,How Individual and Sound Characteristics Interactively Determine Perceived Soundscape Restorativeness in Coastal Urban Spaces—An Empirical Study in a Typical Sea-fronting Context,2026,Landscape Architecture Frontiers,0
W2405191326,10.1088/1742-5468/2016/05/054044,The role of noise on the steady state distributions of phytoplankton populations,2016,Journal of Statistical Mechanics Theory and Experiment,17
W4409737630,10.1097/ee9.0000000000000383,Air pollution inequalities in Europe: A deeper understating of challenges in Eastern Europe and pathways forward towards closing the gap between East and West,2025,Environmental Epidemiology,18
W4321786770,10.3897/bdj.11.e97811,An acoustic detection dataset of birds (Aves) in montane forests using a deep learning approach,2023,Biodiversity Data Journal,6
W7127310966,10.1016/j.measurement.2026.120694,Revisiting road traffic noise propagation: evidence of non-linear behavior from multi-point field measurements,2026,Measurement,0
W2081341186,10.1093/ehr/cem188,At Day's Close: A History of Nighttime,2007,The English Historical Review,13
W3158833960,10.2989/00306525.2021.1907470,To honk or to hiss: uncovering call complexity in the Egyptian Goose<i> Alopochen aegyptiaca</i>,2021,Ostrich,3
W4293708188,10.3390/ijerph191710820,"The Ancient Town Residential Environment of the Elderly in Xiangxi Tujia: Survey, Questions, and Recommendations",2022,International Journal of Environmental Research and Public Health,13
W19889703,10.1098/rspb.2009.1155,Urban planning and traffic noise in Portugal: how did we get here?,2006,"TRA - TRANSPORT RESEARCH ARENA EUROPE 2006: GOETEBORG, SWEDEN, JUNE 12TH-15TH 2006: GREENER, SAFER AND SMARTER ROAD TRANSPORT FOR EUROPE. PROCEEDINGS",0
W7150891181,10.1142/s0219477526500355,"Traffic Noise at Urban Road Intersections: A Comprehensive Review of Mechanisms, Models and Mitigation Strategies",2026,Fluctuation and Noise Letters,0
W4365148713,10.3389/fevo.2023.1149097,Anthropogenic noise events perturb acoustic communication networks,2023,Frontiers in Ecology and Evolution,8
W4413252779,10.21810/aer.v12i1.6112,Interferences Between Acoustic Communication Threads in Enclosed Social Environments of Istanbul,2023,Acoustic Ecology Review,3
W2297641514,10.1515/noise-2016-0001,Exploiting ground effects for surface transportnoise abatement,2016,Noise Mapping,17
W4313530262,10.1016/j.envint.2023.107730,"Exposure to outdoor residential noise during pregnancy, embryonic size, fetal growth, and birth outcomes",2023,Environment International,17
W4206159633,10.1097/01.anc.0000337268.85717.7c,A Descriptive Study of Noise in the Neonatal Intensive Care Unit,2008,Advances in Neonatal Care,42
W2933250599,10.1163/18760104-01601002,Noise Pollution in Europe: Unpacking a Worryingly “Quiet” Regulatory and Policy Issue,2019,Journal for European Environmental & Planning Law,4
W3053683818,10.3390/ijerph17166005,"Attitudes to Noise Inside Dwellings in Three Megacities: Seoul, London, and São Paulo",2020,International Journal of Environmental Research and Public Health,8
W7138889920,10.13189/cea.2026.140223,Integrated Assessment of Urban Traffic Noise in Amman: A Survey-Based and Machine Learning Approach,2026,Civil Engineering and Architecture,0
W4408877318,10.1177/15598276251329818,One Ring to Contain Them all: The Pivotal Role of the Built Environment in all Pillars of Lifestyle Medicine,2025,American Journal of Lifestyle Medicine,1
W4388849689,10.1016/j.techsoc.2023.102412,Intention to complain about unmanned aircraft system noise: A structural equation analysis,2023,Technology in Society,10
W4417259715,10.70028/dcea.v2i2.79,"Integrated Evaluation of Urban Transportation, Structural Performance, Environmental Impacts, and Human Safety in Developing Cities",2025,Disaster in Civil Engineering and Architecture,0
W4312222653,10.1007/s10211-022-00409-x,Vermilion flycatchers avoid singing during sudden peaks of anthropogenic noise,2022,acta ethologica,4
W7170036170,10.3390/su18147478,Amplified by Heat: Modeling the Spatially Varying Impact of Thermal Environment on Urban Noise Complaints,2026,Sustainability,0
W2119225805,10.1121/1.2021023,"Compatibility of ships and whales in Glacier Bay, Alaska",1983,The Journal of the Acoustical Society of America,8
W4200581947,10.3389/fmars.2021.735664,Male Humpback Whale Chorusing in Hawai‘i and Its Relationship With Whale Abundance and Density,2021,Frontiers in Marine Science,14
W4411350354,10.3390/acoustics7020036,Horn Use Patterns and Acoustic Characteristics in Congested Urban Traffic: A Case Study of Ho Chi Minh City,2025,Acoustics,0
W4415235710,10.1002/oik.11565,Urban noise and its predictability moderate perceived risk associated with roads in grey squirrels,2025,Oikos,0
W3145630901,10.7757/persnewmusi.58.1.0005,Composing Music with a Space,2020,Perspectives of New Music,1
