openalex_id,route,freq,doi,year,journal,cited_by,title
W2587033106,forward,1,10.3390/app7020144,2017,Applied Sciences,16,Global and Continuous Pleasantness Estimation of the Soundscape Perceived during Walking Trips through Urban Environments
W2974102511,forward,1,10.1016/j.jort.2019.100227,2019,Journal of Outdoor Recreation and Tourism,16,Perceived importance of and satisfaction with nature observation activities in urban green areas
W3008799023,forward,1,10.3390/ijerph17051470,2020,International Journal of Environmental Research and Public Health,16,Neighborhood Greenery as a Predictor of Outdoor Crimes between Low and High Income Neighborhoods
W4400684633,forward,1,10.1016/j.cities.2024.105293,2024,Cities,16,Exploring the inclusion of children from a spatial perspective: An analytical framework of the correlation between physical environment and children's inclusion in urban public spaces
W4408287527,forward,1,10.1016/j.ufug.2025.128769,2025,Urban forestry & urban greening,16,Lighting the night: Unveiling the restorative potential of urban green spaces in nighttime environments
W4392928233,forward,1,10.1371/journal.pone.0300328,2024,PLoS ONE,16,"Impact of rural soundscape on environmental restoration: An empirical study based on the Taohuayuan Scenic Area in Changde, China"
W4393237655,forward,1,10.1016/j.foar.2023.12.006,2024,Frontiers of Architectural Research,15,“Interface-element-perception” model to evaluation of urban sidewalk visual landscape in the core area of Beijing
W4396665508,forward,1,10.1016/j.jtrangeo.2024.103892,2024,Journal of Transport Geography,15,The everyday struggles of accessing public transport for women in the first- and last-mile stretches in Kolkata
W4401504844,forward,1,10.1016/j.apacoust.2024.110205,2024,Applied Acoustics,15,Are natural soundscapes always beneficial? Evaluating the restorative qualities and influencing mechanisms of natural water soundscapes
W4403458539,forward,1,10.1016/j.cities.2024.105496,2024,Cities,15,Disentangling the non-linear impacts of natural attributes of urban built environment on life satisfaction
W3135437733,forward,1,10.1080/13683500.2021.1895728,2021,Current Issues in Tourism,15,When technology meets heritage: a moderated mediation of immersive technology on the constraint-satisfaction relationship
W3211172705,forward,1,10.1007/s10668-021-01930-y,2021,Environment Development and Sustainability,15,An acoustical landscaping study: the impact of distance between the sound source and the landscape plants on traffic noise reduction
W4283118657,forward,1,10.3390/f13060960,2022,Forests,15,Psychophysiological Impacts of Traffic Sounds in Urban Green Spaces
W4294168622,forward,1,10.1016/j.jad.2022.08.095,2022,Journal of Affective Disorders,15,Associations of greenness surrounding schools and self-reported depressive and anxiety symptoms in Chinese adolescents
W4312125613,forward,1,10.3390/land11122251,2022,Land,15,"Concatenating Daily Exercise Routes with Public Sports Facilities, Bicycle Lanes, and Green Spaces: A Feasibility Analysis in Nanjing, China"
W4385718377,forward,1,10.1016/j.apacoust.2023.109572,2023,Applied Acoustics,15,Converging towards a French translation of soundscape attributes: Insights from Quebec and France
W4402583102,forward,1,10.1080/23311886.2024.2397535,2024,Cogent Social Sciences,15,The impact of sustainable development goals (SDGs) on tourism growth. Empirical evidence from G-7 countries
W4403002924,forward,1,10.1002/pan3.10723,2024,People and Nature,15,"Principal sensory experiences of forest visitors in four countries, for evidence‐based nature therapy"
W2762155293,forward,1,10.1080/13574809.2017.1377066,2017,Journal of Urban Design,15,Urban public open space in the mental image of users: the elements connecting urban public open spaces in a spatial network
W3015605745,forward,1,10.1016/j.trd.2020.102339,2020,Transportation Research Part D Transport and Environment,15,Variability in sound power levels: Implications for static and dynamic traffic models
W3097020824,forward,1,10.3389/fpsyg.2020.551213,2020,Frontiers in Psychology,15,Understanding the Well-Being of Older Chinese Immigrants in Relation to Green Spaces: A Gold Coast Study (Australia)
W3207742571,forward,1,10.3390/ijerph182010891,2021,International Journal of Environmental Research and Public Health,15,The Interplay between Housing Environmental Attributes and Design Exposures and Psychoneuroimmunology Profile—An Exploratory Review and Analysis Paper in the Cancer Survivors’ Mental Health Morbidity Context
W3215927360,forward,1,10.3390/land10121323,2021,Land,15,RETRACTED: The Effects of Soundscapes in Relieving Stress in an Urban Park
W2076246653,forward,1,10.1080/09603123.2013.800965,2013,International Journal of Environmental Health Research,15,Landscape structure and diseases profile: associating land use type composition with disease distribution
W2563920714,forward,1,10.1016/j.landusepol.2016.12.008,2016,Land Use Policy,15,The development of highway nuisance perception
W4394943491,forward,1,10.34133/ehs.0199,2024,Ecosystem Health and Sustainability,15,Effective Recreational Activities in Urban Green Spaces for Mental Health of Scientific Researchers
W4411629085,forward,1,10.1016/j.cities.2025.106185,2025,Cities,15,Deciphering spatiotemporal patterns and mobility network of outdoor jogging utilizing large-scale GPS trajectory data
W4293511166,forward,1,10.3390/ijerph19169837,2022,International Journal of Environmental Research and Public Health,15,Landscape Perception and the Importance of Recreation Areas for Students during the Pandemic Time
W4402653776,forward,1,10.1016/j.nbsj.2024.100175,2024,Nature-Based Solutions,15,A socio-ecological approach to investigate the perception of green walls in cities: A comparative analysis of case studies in Turin and Lisbon
W4328120740,forward,1,10.3390/su15065505,2023,Sustainability,15,Research on Driving Factors of Forest Ecological Security: Evidence from 12 Provincial Administrative Regions in Western China
W4402875622,forward,1,10.1016/j.buildenv.2024.112106,2024,Building and Environment,14,Automating urban soundscape enhancements with AI: In-situ assessment of quality and restorativeness in traffic-exposed residential areas
W4411048490,forward,1,10.1016/j.buildenv.2025.113269,2025,Building and Environment,14,Seeking comfort in the urban heat: Unraveling the effects of thermal-acoustic environments on psychological restoration in urban greenways
W2469159584,forward,1,10.1111/tesg.12205,2016,Tijdschrift voor Economische en Sociale Geografie,14,"Size of Town, Level of Education and Life Satisfaction in Western Europe"
W3157061345,forward,1,10.3390/heritage4020039,2021,Heritage,14,Exploring the Effects of “Smart City” in the Inner-City Fabric of the Mediterranean Metropolis: Towards a Bio-Cultural Sonic Diversity?
W4384130927,forward,1,10.3390/f14071435,2023,Forests,14,Evaluation of Soundscape Perception in Urban Forests Using Acoustic Indices: A Case Study in Beijing
W4386334683,forward,1,10.1177/21582440231195486,2023,SAGE Open,14,Exploring Tourist Behavior in Active Sports Tourism: An Analysis of the Mediating Role of Emotions and Moderating Role of Surfing Identification
W4390929185,forward,1,10.1007/s44213-023-00022-z,2024,City and Built Environment,14,"“Reading”, “listening” and sound, light environment"
W4398246982,forward,1,10.1016/j.jum.2024.05.004,2024,Journal of Urban Management,14,Spatiotemporal association of urban park characteristics and physical activity levels based on GTWR: A serial cross-sectional observational study
W4399458014,forward,1,10.1016/j.cities.2024.105154,2024,Cities,14,Disentangling public urban green space satisfaction: Exploring individual and contextual factors across European cities
W4399722380,forward,1,10.1016/j.landurbplan.2024.105143,2024,Landscape and Urban Planning,14,A dose of nature to reduce sexual crimes in public outdoor spaces: Proposing the Landscape-Sexual Crime Model
W2133816474,forward,1,10.1016/j.apacoust.2014.06.015,2014,Applied Acoustics,14,Development of a social survey for the study of vibration annoyance in residential environments: Good practice guidance
W2147976510,forward,1,10.1177/0042098014562333,2014,Urban Studies,14,"Making operative concepts from Murray Schafer’s soundscapes typology: A qualitative and comparative analysis of noise pollution in Bangkok, Thailand and Los Angeles, California"
W2318560827,forward,1,10.15244/pjoes/31226,2015,Polish Journal of Environmental Studies,14,Road Traffic Noise Exposure in the City of Novi Sad: Trend Analysis and Possible Solutions
W2946656988,forward,1,10.1080/23748834.2019.1599093,2019,Cities & Health,14,"Ecological connectivity of urban quiet areas: the case of Mytilene, Greece"
W2978253644,forward,1,10.1016/j.apacoust.2020.107376,2020,Applied Acoustics,14,"Valuing transport noise impacts in public urban spaces in the UK: Gaps, opportunities and challenges"
W3084806667,forward,1,10.1016/j.apacoust.2020.107640,2020,Applied Acoustics,14,Correlation between objective and subjective assessment of noise barriers
W3215762076,forward,1,10.3390/ijerph182312607,2021,International Journal of Environmental Research and Public Health,14,Influence of Government Information on Farmers’ Participation in Rural Residential Environment Governance: Mediating Effect Analysis Based on Moderation
W4318017300,forward,1,10.1016/j.buildenv.2023.110046,2023,Building and Environment,14,Evaluation of sound environment in departure lounges of a large hub airport
W4386155199,forward,1,10.1016/j.landusepol.2023.106860,2023,Land Use Policy,14,Understanding vitality of public space: A review with an example of capital city Kathmandu in Nepal
W4407965216,forward,1,10.1016/j.jort.2025.100864,2025,Journal of Outdoor Recreation and Tourism,14,Do urban park spatial features influence public emotional responses during jogging? Evidence from social media data
W4408574696,forward,1,10.1007/s11442-025-2338-z,2025,Journal of Geographical Sciences,14,Examining the impact of urban environment on healthy vitality of outdoor running based on street view imagery and urban big data
W1991296266,forward,1,10.1080/15534510.2013.778214,2013,Social Influence,14,"Conformity, obedience to authority, and compliance without pressure to control cigarette butt pollution"
W2004679716,forward,1,10.1007/bf02684491,1981,Current Psychological Reviews,14,Crowding and stress: 1. Review of variables and theories
W4405810848,forward,1,10.1007/s11676-024-01812-9,2024,Journal of Forestry Research,13,The evidence for stress recovery in forest therapy programs: investigating whether forest walking and guided forest therapy activities have the same potential?
W4411483807,forward,1,10.1016/j.landurbplan.2025.105444,2025,Landscape and Urban Planning,13,How greenery exposure influences noise perception across geographic contexts
W4296121022,forward,1,10.1016/j.apacoust.2022.109018,2022,Applied Acoustics,13,A comprehensive environmental sound categorization scheme of an urban city
W4313581111,forward,1,10.3390/su15010841,2023,Sustainability,13,"Restorative Effects of Park Visiting on Physiology, Psychology, and Society and the Factors Influencing Park Visiting"
W4382459551,forward,1,10.3390/su151310155,2023,Sustainability,13,Soundscape Optimization Strategies Based on Landscape Elements in Urban Parks: A Case Study of Greenlake Park in Kunming
W4386837985,forward,1,10.3390/ijerph20186768,2023,International Journal of Environmental Research and Public Health,13,"Multisensory Stimuli, Restorative Effect, and Satisfaction of Visits to Forest Recreation Destinations: A Case Study of the Jhihben National Forest Recreation Area in Taiwan"
W4387836833,forward,1,10.1016/j.ufug.2023.128117,2023,Urban forestry & urban greening,13,Understanding people’s interactions with urban greenspace: Case studies in Eastern Europe
W4389277037,forward,1,10.1016/j.apacoust.2023.109786,2023,Applied Acoustics,13,The implementation of soundscape attributes in Indonesian: A case study of soundwalk
W4391374548,forward,1,10.1016/j.jenvman.2024.120060,2024,Journal of Environmental Management,13,"The impact of traffic noise on the capitalization of public walking area: A hedonic analysis of Vienna, Austria"
W4394566125,forward,1,10.3390/f15040670,2024,Forests,13,A Study on the Characteristics and Influencing Factors of Soundscape Perception in Landscape Spaces of Urban Greenways
W4394910338,forward,1,10.1016/j.buildenv.2024.111549,2024,Building and Environment,13,Measuring soundscape quality of urban environments using physiological indicators: Construction of physiological assessment dimensions and comparison with subjective dimensions
W4396668757,forward,1,10.1186/s40359-024-01720-x,2024,BMC Psychology,13,Psychophysiological effects of walking in forests and urban built environments with disparate road traffic noise exposure: study protocol of a randomized controlled trial
W4396952707,forward,1,10.1080/09669582.2024.2350651,2024,Journal of Sustainable Tourism,13,Tourist re-enchantment: cultivating planetary wellbeing through more-than-human entanglements in the forest
W4401650725,forward,1,10.1016/j.jobe.2024.110468,2024,Journal of Building Engineering,13,"Evaluation methods, testing standards, and simulation techniques of sound absorption capabilities of cementitious materials: A review"
W4403285478,forward,1,10.1016/j.ufug.2024.128539,2024,Urban forestry & urban greening,13,Exploring the negative perceptions of tree-based urban green space. People's behaviour and management are crucial
W2508649090,forward,1,10.5751/es-08478-210314,2016,Ecology and Society,13,Resident perceptions of natural resources between cities and across scales in the Pacific Northwest
W2618872647,forward,1,10.3390/ijerph14060578,2017,International Journal of Environmental Research and Public Health,13,Cognitive-Motivational Determinants of Residents’ Civic Engagement and Health (Inequities) in the Context of Noise Action Planning: A Conceptual Model
W3006827262,forward,1,10.3390/app10041279,2020,Applied Sciences,13,Courtyard Sound Field Characteristics by Bell Sounds in Han Chinese Buddhist Temples
W3212238332,forward,1,10.1007/s10708-021-10545-9,2021,GeoJournal,13,"Assessing spatial distribution and residents satisfaction for urban green spaces in Lahore city, Pakistan"
W4200163665,forward,1,10.3390/ijerph19010068,2021,International Journal of Environmental Research and Public Health,13,Nature-Based Citizen Science as a Mechanism to Improve Human Health in Urban Areas
W4283066376,forward,1,10.3390/ijerph19127394,2022,International Journal of Environmental Research and Public Health,13,Exploring Environmental Health Inequalities: A Scientometric Analysis of Global Research Trends (1970–2020)
W4297399726,forward,1,10.1177/23998083221129879,2022,Environment and Planning B Urban Analytics and City Science,13,The impact of geometric and land use elements on the perceived pleasantness of urban layouts
W4308697801,forward,1,10.1016/j.cities.2022.104094,2022,Cities,13,Contesting views on mobility restrictions in urban green spaces amid COVID-19—Insights from Twitter in Latin America and Spain
W4312055830,forward,1,10.1016/j.landurbplan.2022.104642,2022,Landscape and Urban Planning,13,Interactive soundscape simulation as a co-design tool for urban professionals
W4313260893,forward,1,10.3390/ijerph20010269,2022,International Journal of Environmental Research and Public Health,13,"Meaning in Music Is Intentional, but in Soundscape It Is Not—A Naturalistic Approach to the Qualia of Sounds"
W2935891059,forward,1,10.1177/2514848619843729,2019,Environment and Planning E Nature and Space,13,Artificial lawn people
W3006868181,forward,1,10.1016/j.envres.2020.109299,2020,Environmental Research,13,Effect of parking lanes on assessing the impact of road traffic noise on building façades
W3088981134,forward,1,10.1016/j.apacoust.2020.107662,2020,Applied Acoustics,13,Impact of measuring microphone location on the result of environmental noise assessment
W4386484535,forward,1,10.3390/ijgi12090371,2023,ISPRS International Journal of Geo-Information,13,Nonlinear Hierarchical Effects of Housing Prices and Built Environment Based on Multiscale Life Circle—A Case Study of Chengdu
W4387575436,forward,1,10.54517/esp.v8i3.1869,2023,Environment and Social Psychology,13,Biophilia in pieces: Critical approach of a general concept
W4388718518,forward,1,10.1016/j.healthplace.2023.103145,2023,Health & Place,13,Using geospatial trajectories to explore how the COVID-19 pandemic affects the associations between environmental attributes and runnability of park trails
W4402757365,forward,1,10.1016/j.ufug.2024.128524,2024,Urban forestry & urban greening,13,A review of big data applications in studies of urban green space
W4404799715,forward,1,10.1016/j.ufug.2024.128625,2024,Urban forestry & urban greening,13,"More green, less annoying? The moderating effects of greenery near home, noise sensitivity, and nature relatedness on road traffic noise annoyance"
W4404963744,forward,1,10.1121/10.0034417,2024,The Journal of the Acoustical Society of America,13,Soundscape perception indices (SPIs): Developing context-dependent single value scores of multidimensional soundscape perceptual quality
W4311507359,forward,1,10.1016/j.asej.2022.102088,2022,Ain Shams Engineering Journal,13,"Predicting traffic sound levels in Cairo before, during, and after the COVID-19 lockdown using Predictor-LimA software"
W4284883142,forward,1,10.3390/app12146899,2022,Applied Sciences,12,Effect of Scents on Gazing Behavior and Choice
W4308866982,forward,1,10.3390/land11112005,2022,Land,12,Impacts of COVID-19 Lockdown on Use and Perception of Urban Green Spaces and Demographic Group Differences
W4309407393,forward,1,10.1016/j.trd.2022.103531,2022,Transportation Research Part D Transport and Environment,12,Influence of using low-noise pavements on residents’ perception of road noise protection
W4323928778,forward,1,10.1016/j.apacoust.2023.109306,2023,Applied Acoustics,12,Electroencephalography based classification of emotions associated with road traffic noise using Gradient boosting algorithm
W4379795833,forward,1,10.1515/noise-2022-0166,2023,Noise Mapping,12,"Framework for urban sound assessment at the city scale based on citizen action, with the smartphone application NoiseCapture as a lever for participation"
W4379987316,forward,1,10.3390/buildings13061489,2023,Buildings,12,Satisfaction Evaluation for Underpass Green Spaces in Mountainous Cities under the Perspective of Environmental Perception
W4388946543,forward,1,10.3389/fpubh.2023.1286518,2023,Frontiers in Public Health,12,"Critical factors influencing visitor emotions: analysis of “restorativeness” in urban park visits in Fuzhou, China"
W4389050824,forward,1,10.3390/f14122323,2023,Forests,12,Multi-Scale Effects of Landscape Pattern on Soundscape Perception in Residential Green Spaces
W4392791433,forward,1,10.1016/j.jort.2024.100739,2024,Journal of Outdoor Recreation and Tourism,12,The role of health and wellbeing in shaping local park experiences during the COVID-19 pandemic
W4399322248,forward,1,10.3390/land13060793,2024,Land,12,The Influencing Mechanism of the Communities’ Built Environment on Residents’ Subjective Well-Being: A Case Study of Beijing
W4402013691,forward,1,10.1016/j.ecolind.2024.112547,2024,Ecological Indicators,12,Characterizing acoustic dimensions of health-related urban greenspace
W4404478063,forward,1,10.1016/j.jenvman.2024.123321,2024,Journal of Environmental Management,12,Contribution of soundscape appropriateness to soundscape quality assessment in space: A mediating variable affecting acoustic comfort
W4405265875,forward,1,10.1016/j.eiar.2024.107769,2024,Environmental Impact Assessment Review,12,Healing through nature: Public engagement with urban green-blue spaces in pandemic-era NW China
W4408178299,forward,1,10.1016/j.jth.2025.102008,2025,Journal of Transport & Health,12,Emotional experiences of urban walking environments: an application of the circumplex model of affect
W4409450656,forward,1,10.1016/j.jenvp.2025.102591,2025,Journal of Environmental Psychology,12,"Natural beauty and human potential: Examining aesthetic, cognitive, and emotional states in natural, biophilic, and control environments"
W2963659889,forward,1,10.1080/23748834.2019.1617656,2019,Cities & Health,12,Mobile crowd-sensing as a resource for contextualized urban public policies: a study using three use cases on noise and soundscape monitoring
W3033740552,forward,1,10.18502/keg.v5i6.7029,2020,KnE Engineering,12,Noise As a Factor of Green Areas Soundscape Creation
W3084264327,forward,1,10.3390/su12187406,2020,Sustainability,12,Long-Term Temporal Analysis of Psychoacoustic Parameters of the Acoustic Environment in a University Campus Using a Wireless Acoustic Sensor Network
W3190620413,forward,1,10.1080/09640568.2021.1947203,2021,Journal of Environmental Planning and Management,12,A comfortable soundscape perspective in acoustic environmental planning and management: a case study based on local resident audio-visual perceptions
W4282826322,forward,1,10.1080/10106049.2022.2087757,2022,Geocarto International,12,Assessing and Modelling the role of urban green spaces for human well-being in Lahore (Pakistan)
W4288684064,forward,1,10.1016/j.apacoust.2022.108945,2022,Applied Acoustics,12,The effect of visual and acoustic factors on the sound preference for waterscapes in urban public spaces
W4313887186,forward,1,10.1016/j.physb.2023.414641,2023,Physica B Condensed Matter,12,Frontal cortex cooling and modulation of brain frequencies using a wearable Peltier device
W4409949394,forward,1,10.3390/su17093992,2025,Sustainability,12,Sustainable Urban Landscape Quality: A User-Perception Framework for Public Space Assessment and Development
W4390933264,forward,1,10.3390/ijerph21010097,2024,International Journal of Environmental Research and Public Health,12,Environmental Preferences and Concerns of Recreational Trail Runners
W4401218363,forward,1,10.1080/23748834.2024.2376389,2024,Cities & Health,12,"The nexus of transportation, the built environment, air pollution and health"
W4293067296,forward,1,10.1016/j.jth.2022.101481,2022,Journal of Transport & Health,12,Spatial multicriteria decision analysis for Walking School Bus target development strategies
W4386461382,forward,1,10.1080/10095020.2023.2247446,2023,Geo-spatial Information Science,12,Estimating pedestrian traffic with Bluetooth sensor technology
W2119403756,forward,1,10.1111/jasp.12145,2013,Journal of Applied Social Psychology,12,Cognitive load causes people to react ineffectively to others' norm transgressions
W4392266446,forward,1,10.1016/j.ecolind.2024.111775,2024,Ecological Indicators,12,Short-time acoustic indices for monitoring urban-natural environments using artificial neural networks
W4407419013,forward,1,10.1016/j.buildenv.2025.112716,2025,Building and Environment,12,Effects of plant aromas on stress recovery and brain activity in university students
W4360978437,forward,1,10.1007/s10489-023-04486-8,2023,Applied Intelligence,12,Identifying bird species by their calls in Soundscapes
W4410480045,forward,1,10.1038/s41893-025-01547-3,2025,Nature Sustainability,11,Forest biodiversity and structure modulate human health benefits and risks
W3190809696,forward,1,10.3346/jkms.2021.36.e234,2021,Journal of Korean Medical Science,11,Effect of Noise on Sleep and Autonomic Activity in Children according to Source
W3199593831,forward,1,10.1016/j.apacoust.2021.108427,2021,Applied Acoustics,11,Effects of reverberation time and sound source composition on sense of place constructs
W4285027623,forward,1,10.3390/ijerph19148471,2022,International Journal of Environmental Research and Public Health,11,Music Literacy and Soundscape Perception: A Study Based on the Soundwalk Method of Soundscapes
W4303411549,forward,1,10.1080/19388160.2022.2131672,2022,Journal of China Tourism Research,11,Attracted by a Song: Image-building and tourist-attracting effects of destination songs
W4324145734,forward,1,10.3389/fpsyg.2023.1131170,2023,Frontiers in Psychology,11,Exploring the role of soundscape in restorative experience: A pilot study from children’s perspective
W4386332455,forward,1,10.3390/buildings13092224,2023,Buildings,11,Noise Perception and Health Effects on Population: A Cross-Sectional Study on COVID-19 Lockdown by Noise Sources for Spanish Dwellings
W4386850289,forward,1,10.3390/su151813880,2023,Sustainability,11,"Reinventing the Urban Neighborhood Green Index in the Context of Urban Ecology as a Conceptual Framework in Northern Nicosia, Cyprus"
W4387124855,forward,1,10.1016/j.cstp.2023.101091,2023,Case Studies on Transport Policy,11,Taking steps forward: Innovative evaluation of pedestrian infrastructure through a multivariate analysis
W4388020069,forward,1,10.3390/su152115416,2023,Sustainability,11,"Tourism and Environment: Ecology, Management, Economics, Climate, Health, and Politics"
W4389279216,forward,1,10.1016/j.jort.2023.100728,2023,Journal of Outdoor Recreation and Tourism,11,Do soundscape perceptions vary over length of stay within urban parks?
W4390175384,forward,1,10.3390/su16010163,2023,Sustainability,11,"Smellscape Characteristics of an Urban Park in Summer: A Case Study in Beijing, China"
W4394913325,forward,1,10.1016/j.jenvp.2024.102293,2024,Journal of Environmental Psychology,11,"Urbanicity and psychotic experiences: Social adversities, isolation and exposure to natural environments predict psychosis"
W4402054993,forward,1,10.3390/land13091398,2024,Land,11,Street Design Elements That Influence Mental Well-Being: Evidence from Southern Chile
W4402567981,forward,1,10.1016/j.jenvman.2024.122524,2024,Journal of Environmental Management,11,Spatial variability in the pathways of green space quality on life satisfaction - Mediating effects based on domain satisfaction
W4365813028,forward,1,10.1016/j.solener.2023.04.008,2023,Solar Energy,11,Investigating the interrelation of influential parameters on indoor daylight quality using structural equation modeling
W4385341930,forward,1,10.3390/f14081538,2023,Forests,11,The Role of the Mechanisms of Adjustment in Moderating the Relationship between Perceived Crowding and Satisfaction in Urban Forest Parks
W2171396541,forward,1,10.1631/jzus.a1000241,2010,Journal of Zhejiang University. Science A,11,Landscape design method for a green community based on green building design theory
W4407527768,forward,1,10.3390/ijgi14020080,2025,ISPRS International Journal of Geo-Information,11,Revealing Spatial Patterns and Environmental Influences on Jogging Volume and Speed: Insights from Crowd-Sourced GPS Trajectory Data and Random Forest
W4385241726,forward,1,10.3390/su151411433,2023,Sustainability,11,Analysis of Factors Affecting Walking Speed Based on Natural Field Data: Considering the Attributes of Travelers and the Travel Environment
W4403810534,forward,1,10.1111/oik.10760,2024,Oikos,11,"The acoustic complexity index (ACI): theoretical foundations, applied perspectives and semantics"
W4408036392,forward,1,10.3390/su17052077,2025,Sustainability,11,Urban Traffic’s Influence on Noise and Particulate Matter Pollution
W4409020891,forward,1,10.1016/j.buildenv.2025.112946,2025,Building and Environment,10,Student perception of school soundscapes and wellbeing: A mixed methods examination of natural and musical sounds
W4413043988,forward,1,10.1016/j.ufug.2025.128989,2025,Urban forestry & urban greening,10,Assessing the equity of urban public green space visitation for cooling off from extreme heat: A public participation GIS (PPGIS) survey
W4303696331,forward,1,10.3390/ijerph191912736,2022,International Journal of Environmental Research and Public Health,10,"Alleviating Surgeons’ Stress through Listening to Natural Sounds in a Half-Encapsulated Rest Space after an Operation: A Pilot, Longitudinal Field Study"
W4387806877,forward,1,10.3390/su152015105,2023,Sustainability,10,Effects of Audio-Visual Environmental Factors on Emotion Perception of Campus Walking Spaces in Northeastern China
W4387997348,forward,1,10.1016/j.jth.2023.101716,2023,Journal of Transport & Health,10,Development and validation of a video-based assessment tool for children's street-crossing safety
W4392743265,forward,1,10.1080/09544828.2024.2322897,2024,Journal of Engineering Design,10,"The power and potential of Behavioural Design: practice, methodology, and ethics"
W4393228329,forward,1,10.1080/10941665.2024.2333479,2024,Asia Pacific Journal of Tourism Research,10,Exploring the influence of soundscape on visitors’ emotional experience and stickiness to attractions
W4394806084,forward,1,10.1080/23748834.2024.2335707,2024,Cities & Health,10,Exploring the epigenome to identify biological links between the urban environment and neurodegenerative disease: an evidence review
W4394914300,forward,1,10.3390/land13040540,2024,Land,10,Urban Green–Blue Space Utilization and Public Perceptions Amid the COVID-19 Pandemic: Insights from Northwest China
W4396994505,forward,1,10.1016/j.apacoust.2024.110001,2024,Applied Acoustics,10,In-situ co-creative soundscape augmentation with fountains: Balancing sound preference and road traffic noise masking in urban parks
W4399789363,forward,1,10.1007/s44212-024-00052-w,2024,Urban Informatics,10,Fusing multi-source social media data and street view imagery to inform urban space quality: a study of user perceptions at Kampong Glam and Haji Lane
W4400279326,forward,1,10.3390/app14135828,2024,Applied Sciences,10,Perceived Soundscape Experiences and Human Emotions in Urban Green Spaces: Application of Russell’s Circumplex Model of Affect
W4403293244,forward,1,10.1016/j.jenvman.2024.122829,2024,Journal of Environmental Management,10,Towards equal neighborhood evolution? A longitudinal study of soundscape and visual evolution and housing value fluctuations in shenzhen
W4403336987,forward,1,10.1121/10.0030470,2024,The Journal of the Acoustical Society of America,10,Sonic ambiances through fundamental needs: An approach on soundscape interventions for intensive care patients
W4405424375,forward,1,10.3390/f15122217,2024,Forests,10,Differences in Public Perceptions of Recovery in Different Urban Forests Based on Birdsong
W4405463506,forward,1,10.1016/j.buildenv.2024.112468,2024,Building and Environment,10,From seeing to hearing: A feasibility study on utilizing regenerated sounds from street view images to assess place perceptions
W4405779642,forward,1,10.1016/j.tbs.2024.100980,2024,Travel Behaviour and Society,10,"Active travel and socioeconomic segregation in Temuco, Chile: The association of personal factors and perceived built environment"
W4406082831,forward,1,10.1016/j.ufug.2025.128667,2025,Urban forestry & urban greening,10,Effects of forest bathing and the influence of exposure levels on cognitive health in the elderly: Evidence from a suburban forest recreation area
W4406929173,forward,1,10.3390/atmos16020150,2025,Atmosphere,10,The Influence of Multisensory Perception on Student Outdoor Comfort in University Campus Design
W4407795374,forward,1,10.1016/j.jobe.2025.112175,2025,Journal of Building Engineering,10,Investigating the optimal scale for subway station hall designs based on psychological perceptions and eye-tracking methods
W2887658657,forward,1,10.1177/1351010x18790832,2018,Building Acoustics,10,Is the sound environment relevant for how people use common spaces?
W3037368281,forward,1,10.3389/fpsyg.2020.01345,2020,Frontiers in Psychology,10,Natural Environment and Social Relationship in the Development of Attentional Network
W3137634400,forward,1,10.3390/su13063141,2021,Sustainability,10,"Citizens’ Preference and Perception of Street Trees of Main Boulevards in Busan, South Korea"
W3161400515,forward,1,10.3389/fbuil.2021.676009,2021,Frontiers in Built Environment,10,"Junk Food or Haute Cuisine to the Ear? – Investigating the Relationship Between Room Acoustics, Soundscape, Non-Acoustical Factors, and the Perceived Quality of Restaurants"
W4221026887,forward,1,10.1371/journal.pone.0264482,2022,PLoS ONE,10,Visual preferences for outdoor space along commercial pedestrian streets under the influence of plant characteristics
W4224307780,forward,1,10.3390/su14095043,2022,Sustainability,10,"Preferences of Young Adults concerning the Pocket Parks with Water Reservoirs in the Aspect of Willingness to Pay (WTP) in Warsaw City, Poland"
W4293044725,forward,1,10.1121/10.0013705,2022,The Journal of the Acoustical Society of America,10,The acoustic environment before and during the SARS-CoV-2 lockdown in a major German city as measured by ecoacoustic indices
W4317718140,forward,1,10.3389/fevo.2023.1105213,2023,Frontiers in Ecology and Evolution,10,Exurban and suburban forests have superior healthcare benefits beyond downtown forests
W4317930670,forward,1,10.3390/ijerph20032135,2023,International Journal of Environmental Research and Public Health,10,The Effects of Winter Parks in Cold Regions on Cognition Recovery and Emotion Improvement of Older Adults: An Empirical Study of Changchun Parks
W4318814645,forward,1,10.3390/ijerph20032540,2023,International Journal of Environmental Research and Public Health,10,Evaluation and Optimization of Cultural Perception of Coastal Greenway Landscape Based on Structural Equation Model
W4318820503,forward,1,10.3390/polym15030735,2023,Polymers,10,Analysis of an Adaptive Periodic Low-Frequency Wave Filter Featuring Magnetorheological Elastomers
W4319599580,forward,1,10.3390/f14020336,2023,Forests,10,Psychological Benefits of Self-Guided Forest Healing Program Using Campus Forests
W4320522380,forward,1,10.1016/j.landurbplan.2023.104688,2023,Landscape and Urban Planning,10,"Green cover and socioemotional and academic outcomes of school-age children. The case of Santiago, Chile"
W4322629611,forward,1,10.3390/ijerph20054246,2023,International Journal of Environmental Research and Public Health,10,"Walk Score and Neighborhood Walkability: A Case Study of Daegu, South Korea"
W4328128684,forward,1,10.1038/s41598-023-31376-3,2023,Scientific Reports,10,Impact of the COVID-19 pandemic on levels of deep-ocean acoustic noise
