no,cluster,outcome_measure,comparison,statistic_type,values_verbatim,n_info,location,quote,computable
930,staying,Self-reported effect of noise on staying/leaving the space,Whole-sample descriptive,percent,about 70% of respondents report that the environment noise in the area had no bearing on their being there; about 55% state they are not being forced to leave this space by the sounds,3 user groups x 96 people (sample size 96 by Cochran's formula); questionnaire Cronbach's alpha = 0.761,Sec. 4.2,about 70% of respondents report that the environment noise in the area had no bearing on their being there,NO
930,space-use,Reason for visiting and group composition,Whole-sample descriptive,percent,"work 43.1%, shopping 41.2%, leisure time about 15%, museums about 1%; come alone about 57%, in couples 31.4%, as a group 11.8%; with family 13%, with friends 25.5%, with coworkers about 5%",3 user groups x 96 people (sample size 96 by Cochran's formula); questionnaire Cronbach's alpha = 0.761,Sec. 4.4,"The majority of visitors, about 57%, come alone",NO
930,other,Sound pressure level of the study area (exposure context),Measured range vs WHO standard,none,"the range of 60 to 91 dB has been recorded in the studied area in District 12 of Tehran, 15 Khordad Street; WHO standard of 70, 50, and 35 decibels (dB)",3 user groups x 96 people (sample size 96 by Cochran's formula); questionnaire Cronbach's alpha = 0.761,Sec. 1,the range of 60 to 91 dB has been recorded in the studied area in District 12,NO
931,social,"Percentage of People in one-to-one Social Interactions, PPSI(O)",5 sound conditions: mixed bird song / water sounds / traffic noise / construction noise / control (no added sound),means_sd,"Mixed bird song 48.54% (SD 18.44), 18 excerpts / 371 users / 177 people interacting; Water sounds 53.61% (11.89), 19 / 472 / 258; Traffic noise 45.47% (11.52), 18 / 521 / 225; Construction noise 43.65% (12.74), 18 / 394 / 173; Control 44.14% (16.08), 17 / 333 / 141","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Table 2,The mean PPSI(O) values range from 43.65% (construction noise group) to 53.61% (water sound group),YES
931,social,"Percentage of People in Group Social Interactions, PPSI(G)",5 sound conditions (as above),means_sd,"Mixed bird song 29.64% (SD 15.79), 18 / 371 / 118; Water sounds 22.95% (14.11), 19 / 472 / 111; Traffic noise 13.88% (15.49), 18 / 521 / 89; Construction noise 10.57% (10.64), 18 / 394 / 50; Control 7.35% (8.69), 17 / 333 / 27","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Table 2,"mean PPSI(G) values show relatively higher differences, ranging from 7.35% (control group) to 29.64%",YES
931,social,PPSI(O) omnibus test,Kruskal-Wallis H across the 5 sound conditions,test_stat,"chi2(4) = 9.391, p = .052; mean ranks: construction 37.47, control 39.26, traffic 39.75, bird 50.92, water 59.00; no significant pairwise differences","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Sec. 3.1,"the differences were not statistically significant, chi2(4) = 9.391, p =.052",YES
931,social,PPSI(G) omnibus test,Kruskal-Wallis H across the 5 sound conditions,test_stat,"chi2(4) = 24.55, p = .000; mean ranks: control 29.15, construction 35.14, traffic 40.25, water 56.16, bird 65.31","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Sec. 3.1,"the mean rank of PPSI(G) scores were significantly different between the groups, chi2(4) = 24.55",YES
931,social,"PPSI(G) pairwise comparisons (Dunn, Bonferroni-adjusted)",Each sound condition pair,test_stat,"Control-Water Std. Test Statistic 3.150, Adj. Sig. 0.016; Control-Birds 4.163, 0.000; Construction-Birds 3.524, 0.004; Traffic-Birds 2.927, 0.034; Construction-Water 2.488, 0.128; Traffic-Water 1.883, 0.597; Control-Construction 0.690, 1.000; Control-Traffic 1.278, 1.000; Construction-Traffic 0.597, 1.000; Water-Birds 1.083, 1.000","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Table 3,Control-Water 27.011 8.574 3.150 0.002* 0.016*,YES
931,social,"Frequency of one-to-one Social Interactions per person, FSI(O)",5 sound conditions,means_sd,"Mixed bird song mean 0.66 (Std. Dev. 32.23), 237 interactions / 371 users; Water sounds 0.71 (17.03), 343 / 472; Traffic noise 0.54 (17.39), 270 / 521; Construction noise 0.47 (13.86), 190 / 394; Control 0.57 (19.93), 180 / 333 - CAUTION: reported Std. Dev. is implausible relative to the mean (apparent scaling error in the source table)","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Table 4,The mean FSI(O) values range from 0.47 (construction noise group) to 0.71 (water sounds group),NO
931,social,"Frequency of Group Social Interactions per person, FSI(G)",5 sound conditions,means_sd,"Mixed bird song mean 0.33 (Std. Dev. 17.07), 130 interactions; Water sounds 0.28 (18.60), 133; Traffic noise 0.16 (17.36), 102; Construction noise 0.12 (11.48), 55; Control 0.08 (9.26), 29 - CAUTION: reported Std. Dev. implausible relative to the mean (apparent scaling error in source table)","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Table 4,the mean FSI(G) values range from 0.08 (control group) to 0.33 (mixed bird song group),NO
931,social,FSI(O) omnibus + pairwise,Kruskal-Wallis H and Dunn pairwise across the 5 sound conditions,test_stat,"chi2(4) = 15.436, p = .004; Construction-Water Std. Test Statistic 3.528, Adj. Sig. 0.004 (construction mean rank 31.03, water 61.34); Construction-Birds 2.517, 0.118; Traffic-Water 2.639, 0.083; Control-Water 2.164, 0.305; all other pairs n.s.","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Sec. 3.2 / Table 5,significant differences in FSI(O) scores between the construction (mean rank = 31.03) and water sounds (mean rank = 61.34) (p =.004),YES
931,social,FSI(G) omnibus + pairwise,Kruskal-Wallis H and Dunn pairwise across the 5 sound conditions,test_stat,"chi2(4) = 24.522, p = .000; Construction-Birds 3.366, Adj. Sig. 0.008 (construction mean rank 34.97, bird 64.00); Construction-Water 4.046, 0.001 (water mean rank 57.71); Traffic-Water 3.391, 0.007 (traffic mean rank 40.36); Traffic-Birds 2.692, 0.071; Control-Water 2.761, 0.058; Control-Birds 2.054, 0.400","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Sec. 3.2 / Table 6,"the mean rank of FSI(G) scores were significantly different between the groups, chi2(4) = 24.522",YES
931,social,"Percentage of Time Spent on one-to-one Social Interaction, PTSSI(O)",5 sound conditions,means_sd,"Mixed bird song 24.55% (SD 10.32), total use 2502.4 min, interaction 621.0 min; Water sounds 26.82% (11.39), 3222.4 min, 904.3 min; Traffic noise 13.88% (15.49), 3026.9 min, 764.6 min; Construction noise 10.57% (10.64), 2616.3 min, 735.2 min; Control 7.35% (8.69), 2183.1 min, 537.6 min - CAUTION: the traffic/construction/control mean and SD values are identical to the PPSI(G) values in Table 2 and contradict the reported non-significant omnibus test (apparent source error)","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Table 7,The mean PTSSI(O) values range from 7.35% (control group) to 26.82% (water sound group),NO
931,social,"Percentage of Time Spent on Group Social Interaction, PTSSI(G)",5 sound conditions,means_sd,"Mixed bird song 16.90% (SD 13.72), group interaction 417.8 min of 2502.4 min use; Water sounds 11.97% (9.94), 400.4 / 3222.4; Traffic noise 5.24% (6.86), 208.7 / 3026.9; Construction noise 4.68% (5.80), 156.1 / 2616.3; Control 3.23% (5.89), 84.63 / 2183.1","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Table 7,the mean PTSSI(G) values range from 3.23% (control group) to 16.90% (mixed bird song group),YES
931,social,PTSSI(O) omnibus test,Kruskal-Wallis H across the 5 sound conditions,test_stat,"chi2(4) = 1.111, p = .893; no statistically significant pairwise differences","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Sec. 3.3,"The mean rank of the PTSSI(O) scores were not significantly different between the groups, chi2(4) = 1.111",YES
931,social,PTSSI(G) omnibus + pairwise,Kruskal-Wallis H and Dunn pairwise across the 5 sound conditions,test_stat,"chi2(4) = 22.952, p = .000; Construction-Water Std. Test Statistic 3.834, Adj. Sig. 0.001 (water mean rank 57.42, construction 36.61); Traffic-Water 3.186, 0.014 (traffic 37.50); Control-Water 3.082, 0.021 (control 30.59); Construction-Birds 3.129, 0.018 (bird 63.89); Control-Birds 2.358, 0.184; Traffic-Birds 2.463, 0.138","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Sec. 3.3 / Table 8,"the mean rank of the PTSSI(G) scores was significantly different between the groups, chi2(4) = 22.952",YES
931,social,Headline magnitude of the natural-sound effect,Natural sounds vs no added sound,percent,Natural sounds increase about 10% of people engaging in social interactions; Natural sounds increase the total duration of social interactions by about 10%,"90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Highlights,Natural sounds increase about 10% of people engaging in social interactions,NO
931,other,Sound pressure levels of the experimental conditions (exposure context),Quiet baseline vs four interventional sounds,none,"site average Laeq 52.7 dB under quiet conditions (42 grid points); background noise L90 56.1 dB(A); Laeq with intervention and no human activity: mixed bird song 61.7 dB, water 61.0 dB, traffic 58.0 dB, construction 64.3 dB; mean SPL during the experiment: control 65.3 dB, bird 66.0, water 67.2, traffic 64.8, construction 65.5; maximum difference vs no intervention 1.9 dB","90 ten-minute video excerpts (bird 18, water 19, traffic 18, construction 18, control 17); 7 observation days; 210 min per sound condition",Sec. 2.4 and 2.5,The average sound pressure level without sound intervention (control group) was 65.3 dB,NO
941,movement,"Crowd walking speed (m/s), estimated marginal means","High SPL traffic noise 70.5 dB vs low SPL 55.6 dB, across 10 odour-concentration grids",means_sd,"overall estimated marginal mean of crowd speed 1.17 m/s; high SPL grid means (grids 1-10) 1.24, 1.24, 1.23, 1.22, 1.20, 1.19, 1.19, 1.19, 1.18, 1.18 m/s; low SPL grid means 1.15, 1.15, 1.15, 1.14, 1.14, 1.13, 1.13, 1.13, 1.14, 1.14 m/s; maximum difference in speeds between grids only 0.06 m/s (SD not reported)","N = 211 pedestrians (103 person-times at low SPL, 108 at high SPL); odour pre-survey >=30 questionnaires per grid",Sec. 3.2 / Figs. 5 and 6,mean values gradually slowed down from 1.24 m/s at high SPL as the odor went from none to strong,NO
941,movement,Crowd walking speed,Repeated measures ANOVA: odour main effect and odour x noise interaction,test_stat,"Odour: effect 0.133, value 3.437, hypothesis df 9.000, error df 201.000, Sig. 0.001 **; Odour intersect Noise: effect 0.081, value 1.970, hypothesis df 9.000, error df 201.000, Sig. 0.044 *","N = 211 pedestrians (103 person-times at low SPL, 108 at high SPL); odour pre-survey >=30 questionnaires per grid",Table 3,The effects of odor and odor n noise were both significant (p < 0.05),YES
941,movement,"Crowd path (lateral y-value, m)",Repeated measures ANOVA: odour main effect and odour x noise interaction,test_stat,"Odour: effect 0.247, value 6.563, hypothesis df 10.000, error df 200.000, Sig. 0.000 **; Odour intersect Noise: effect 0.103, value 2.290, hypothesis df 10.000, error df 200.000, Sig. 0.015 *","N = 211 pedestrians (103 person-times at low SPL, 108 at high SPL); odour pre-survey >=30 questionnaires per grid",Table 2,the effects of odor and odor n noise on crowd paths were all significant (p < 0.05),YES
941,movement,Crowd path lateral displacement (m),High SPL vs low SPL; y1 (no odour) vs y11 (strong odour) within high SPL,means_sd,maximum longitudinal distance difference between y1 and y11 about 0.3 m at high SPL; low vs high SPL difference significant (p < 0.01); at low SPL the shift toward the odour source was not statistically significant (p > 0.05); at high SPL y1-y4 not different (p > 0.05) but differ from the rest (p < 0.01),"N = 211 pedestrians (103 person-times at low SPL, 108 at high SPL); odour pre-survey >=30 questionnaires per grid",Sec. 3.1 / Fig. 4,the maximum longitudinal distance difference between y1 and y11 being about 0.3 m,NO
941,movement,Correlation of average crowd path with average crowd speed,Low SPL vs high SPL condition (Pearson),correlation,"Low SPL: correlation coefficient -0.010, Sig. 0.923; High SPL: correlation coefficient -0.259, Sig. 0.007 **","N = 211 pedestrians (103 person-times at low SPL, 108 at high SPL); odour pre-survey >=30 questionnaires per grid",Table 4,"under the high SPL condition, the crowd path showed a significant negative correlation with the crowd speed",YES
941,movement,Crowd speed by odour-concentration grid (pairwise),"Grids 1-3 (no odour) vs 4-6 (weak odour) vs 7-10 (strong odour), within each SPL",test_stat,no significant difference between crowd speeds in grids 1 to 3 (p > 0.05) but they and the rest differed significantly (p < 0.01); grids 4 to 6 differed from any of the grids (p < 0.01); grids 7 to 10 not significantly different among each other (p > 0.05); at low SPL no significant difference in crowd speeds between all grids (p > 0.05),"N = 211 pedestrians (103 person-times at low SPL, 108 at high SPL); odour pre-survey >=30 questionnaires per grid",Sec. 3.2,"These results suggest that the higher the odor concentration, the slower the crowd speed",NO
941,other,Traffic-noise exposure levels and traffic conditions (exposure context),Low SPL vs high SPL periods,none,"low SPL 55.6 dB (L10 = 50.3 dB; L50 = 54.6 dB; L90 = 58.5 dB); high SPL 70.5 dB (L10 = 68.9 dB; L50 = 70.4 dB; L90 = 71.7 dB); average driving speeds 46 km/h and 53 km/h; average hourly traffic flow 1,089 and 696 vehicles","N = 211 pedestrians (103 person-times at low SPL, 108 at high SPL); odour pre-survey >=30 questionnaires per grid",Sec. 2.2,the low SPL was finally defined as 55.6 dB and the high SPL was 70.5 dB,NO
951,movement,"Running intensity of street segments (natural log of m/m2, Strava GPS routes)","Traffic noise (dB(A)) at street-segment level, multilevel regression adjusted for greenery, blue space, slope, FAR, HWR, land use mix, air quality, traffic variables",regression,"Model 2: beta = 0.030 ***, standardized beta = 0.171; Model 3: beta = 0.032 ***, standardized beta = 0.183, S.E. = 0.002, p = 0.000; Model 4: beta = 0.034 ***, standardized beta = 0.190, random slope variance 0.0013 ***","13,322 street segments (level 1) in 137 neighbourhoods (level 2), Helsinki; Strava GPS routes 2018-2021",Tables 2 and A1,The positive correlations were found for traffic noise and air quality index with running intensity,YES
951,movement,Running intensity of street segments,Cross-level interaction of traffic noise with neighbourhood median income (MI) and population density (PD),regression,"Traffic noise*MI Model 3: beta = 0.007, standardized beta = 0.021, S.E. = 0.004, p = 0.075; Model 4: beta = 0.008, standardized beta = 0.024 (n.s.); Traffic noise*PD: beta = 1.301, S.E. = 1.915, p = 0.497","13,322 street segments (level 1) in 137 neighbourhoods (level 2), Helsinki; Strava GPS routes 2018-2021",Tables 2 and A1,the cross-level interaction of traffic noise and median income demonstrated weak but positive correlation,YES
951,movement,Descriptive statistics of running intensity and traffic noise exposure,Whole-sample descriptive; no contrast,means_sd,"Running intensity Max 3.45, Min 0.001, Mean 0.12, S.D. 0.23 m/m2; Traffic noise Max 77.36, Min 45.00, Mean 54.26, S.D. 7.62 dB(A)","13,322 street segments (level 1) in 137 neighbourhoods (level 2), Helsinki; Strava GPS routes 2018-2021",Table 1,Traffic noise (dB(A)) 77.36 45.00 54.26 7.62,NO
951,movement,Model fit / variance partition of the multilevel models,Model 1 (null) to Model 4,regression,"VPC neighbourhood 0.24, 0.21, 0.22, 0.35; AIC 43,580.47, 41,737.66, 41,642.24, 40,126.37; level-1 variance 1.49, 1.29, 1.28, 1.03; level-2 variance 0.46, 0.35, 0.35, 0.54 (all p < 0.01)","13,322 street segments (level 1) in 137 neighbourhoods (level 2), Helsinki; Strava GPS routes 2018-2021",Table 2,the differences across neighbourhood explained about 24% of the variability in running intensity,NO
964,space-use,"Behavior vitality V (diversity and intensity of activity; 5-point Likert, mean of 4 surveyors) vs perceived natural sound dominance S4",9 measurement spots in Jiangjia Art Garden differing in natural/traffic sound dominance,means_sd,Spot1 V=2.0 S4=4.9 S1=3.5; Spot2 V=4.0 S4=3.9 S1=2.5; Spot3 V=2.0 S4=4.0 S1=3.1; Spot4 V=1.0 S4=3.7 S1=4.1; Spot5 V=3.0 S4=4.5 S1=4.5; Spot6 V=0.0 S4=4.3 S1=4.6; Spot7 V=1.0 S4=3.8 S1=2.4; Spot8 V=1.0 S4=4.8 S1=3.8; Spot9 V=3.0 S4=4.9 S1=3.8; site mean V=1.9 S4=4.3 S1=3.6,9 spots; 139 valid responses (approx. 15 per spot) from 20 subjects; V has no Std. Dev. reported (dash in table),Table 2 (Descriptive analysis of the obtained data),The mean value of four surveyors ratings was then calculated as the results of behavior vitality for each spot,NO
964,space-use,Behavior vitality V regression model; sound sources not retained as predictors (null for sound-behavior link),woodland (Wo) and grassland (G) visible area % as predictors of vitality,regression,V = 3.002 + 0.058 x Wo - 0.029 x G; R2 = 0.613; woodland p = 0.000 < 0.05; grassland p = 0.000 < 0.05,9 spots (spot-level model); no SE reported for coefficients,"Section 3.3, Eq. (1)",behavior vitality in research sites is only affected by the visual components of nature,NO
964,other,"Emotional response (E1 pleasantness, E2 agreeableness, E3 calm, E4 overall satisfaction) vs perceived sound-source dominance",traffic sound (S1) and natural sound (S4) dominance; Pearson correlation,correlation,S1: E1 r=-0.436 p=0.000; E2 r=0.481 p=0.000; E3 r=-0.291 p=0.000; E4 r=-0.380 p=0.000. S4: E1 r=0.220 p=0.009; E2 r=0.008 p=0.927; E3 r=0.175 p=0.038; E4 r=0.298 p=0.000. S3 anthropologic: E1 r=0.238 p=0.004; E4 r=0.322 p=0.000,"n = 139 valid responses (20 subjects x 9 spots; 180 collected, 41 removed)",Table 3,Correlational analysis between the emotional responses and aural-visual indicators,YES
964,other,"Linear models of emotional response on sound sources (B, SE, t, p)","E1 pleasantness and E4 overall satisfaction predicted by traffic sound S1, natural sound S4, hardscape H, woodland Wo",regression,E1 R2=0.342: constant B=3.225 SE=0.408 t=7.909 p=0.000; S1 B=-0.385 SE=0.066 t=-5.824 p=0.000; S4 B=0.273 SE=0.083 t=3.277 p=0.001; H B=0.019 SE=0.009 t=2.110 p=0.037. E4 R2=0.434: constant B=3.513 SE=0.199 t=17.609 p=0.000; S1 B=-0.266 SE=0.029 t=-9.129 p=0.000; S4 B=0.220 SE=0.044 t=4.948 p=0.000; Wo B=-0.10 SE=0.003 t=-3.66 p=0.000,"n = 139 valid responses; NOTE internal discrepancy: Eq. (2) prints S1 as 0.384 vs Table 4 -0.385, and Eq. (5) prints Wo as -0.01 vs Table 4 -0.10; Table 4 values transcribed here",Table 4 (Model fit and estimation of B coefficients of models),Model fit and estimation of B coefficients of models,YES
971,movement,Crowd (walking) speed under thermal-acoustic interaction,"grass cutting vs natural condition (no played sound) vs music, at low / moderate / high heat",means_sd,"Low heat: grass cutting 1.348, natural condition 1.301, music 1.243. Moderate heat: grass cutting 1.57, natural 1.39, music 1.378. High heat: grass cutting 1.105, natural 1.031, music 1.077","9 condition cells; persons observed per cell 97/130/153/86/143/102/79/97/102 (Table 2); no SD reported; 20-min covert videos, 3 sets per interval",Table 2; Section 3.5.1; Figure 7; Tables 13-14 (homogeneous subsets),"under low heat, the crowd speed was highest under the grass-cutting condition at 1.348",NO
971,movement,"Crowd speed - ANOVA main and interaction effects, plus Spearman correlations",sound type (3 levels) x temperature level (3 levels),test_stat,Sound SS=1.104 df=2 MS=0.552 F=15.475 p=0.000; Temperature SS=10.920 df=2 MS=5.460 F=153.035 p=0.000; Sound x Temp SS=0.517 df=4 MS=0.129 F=3.620 p=0.006. Spearman: sound type vs speed -0.177 p=0.000; temperature level vs speed -0.367 p=0.000,error df and participant n not reported; Table 2 implies 989 persons across the 9 cells,Table 11 (correlations); Table 12 (ANOVAs of the crowd speed),pleasant soundscapes can attract tourists to slow down their pace to better appreciate the park experience,NO
971,staying,Number of persons staying (counts) under thermal-acoustic interaction,"grass cutting vs natural condition vs music, at low / moderate / high heat",percent,"Low heat: grass cutting 4, natural condition 6, music 8. Moderate heat: grass cutting 0, natural 5, music 10. High heat: grass cutting 0, natural 0, music 0","counts of staying instances per observation cell (20-min videos, 3 sets per interval); denominator of passers-by given as Number of People in Table 2",Table 2; Section 3.3.1; Figure 5,"Under moderate heat, there were 0 instances under the grass-cutting sound, 5 instances under the natural condition, and 10 instances under the music sound",NO
971,staying,Number of persons staying - Spearman correlations with sound type and temperature,sound type and temperature level vs number of persons staying; also temperature within each sound type,correlation,Sound type vs persons staying 0.523 p=0.149; Temperature level vs persons staying -0.688 p=0.040. Temperature vs staying under grass cutting -0.866 p=0.333; under natural condition -1.000 p=0.000; under music -0.500 p=0.667,correlations computed over aggregated condition cells (9 overall; 3 per sound type); participant-level n not stated,Table 5; Table 6,"the higher the temperature, the lower the tourists willingness to stay and appreciate the scenery",NO
971,space-use,"Number of people (crowd flow / attraction, counts) under thermal-acoustic interaction","grass cutting vs natural condition vs music, at low / moderate / high heat",percent,"Low heat: grass cutting 97, natural condition 130, music 153. Moderate heat: 86, 143, 102. High heat: 79, 97, 102. Spearman: sound type vs number of people 0.718 p=0.030; temperature vs number -0.505 p=0.166; temperature vs number under grass cutting -1.000 p=0.000; under natural -0.500 p=0.667; under music -0.866 p=0.333",989 persons total across 9 cells; correlations over aggregated cells; no SD,Table 2; Table 3; Table 4; Figure 4,The analysis showed a correlation coefficient of 0.718 (p = 0.03 < 0.05) between sound types and the number of people,NO
971,movement,Path offset (deviation of walking path toward or away from the sound source),"grass cutting vs natural condition vs music, at low / moderate / high heat",means_sd,"Grass cutting: low 0.128, moderate 0.179, high 0.349. Natural condition: low 0, moderate 0, high 0.02. Music: low -0.015, moderate -0.196, high -0.118. Spearman: sound type vs path offset -0.336 p=0.000; temperature vs path offset 0.072 p=0.112",9 condition cells; no SD reported; participant-level n not stated,Table 2; Table 7; Figure 6; Tables 9-10 (homogeneous subsets),"good soundscapes can attract tourists to approach the sound source, while undesirable sounds make visitors feel uneasy and stay away",NO
971,movement,Path offset - ANOVA main and interaction effects,sound type (3 levels) x temperature level (3 levels),test_stat,Sound SS=8.433 df=2 MS=4.216 F=32.712 p=0.000; Temperature SS=0.618 df=2 MS=0.309 F=2.396 p=0.092; Sound x Temperature SS=1.631 df=4 MS=0.408 F=3.164 p=0.014,error df and participant n not reported,Table 8 (ANOVAs of path offset),both sound types (p = 0.000) and temperature (p = 0.092) have significant self-effects on the path offset,NO
979,social,"Orientation and reaction to urban noise during walking conversation (gaze shift, verbal comment, stance) - qualitative multimodal conversation analysis",persons with psychosis vs accompanying persons; speaker vs listener role; noise vs no-noise moments,none,"No effect sizes, means, correlations or test statistics reported; excerpt-based qualitative analysis only",N = 10 video-recorded walks; N = 10 patients with psychosis each with one companion; walks 20-90 min; video-elicitations mean 60 min; 3 cameras,Sections 4 (Data) and 5 (Analysis); Conclusion point (a),participants are more sensitive to noise when they are listening than when they are speaking to their partner,NO
979,social,"Conversational disengagement after loud noise (silence duration, minimal replies, walking away from partner)",before vs after a loud strident metallic noise during one walk (Excerpt 5),none,"a very long silence follows (29 seconds: the longest silence in the entire walk-along, transcript lines 17-21); no aggregate statistic reported",single documented case within the N = 10 walks; no denominator or dispersion given,"Section 5.1.3, Excerpt 5a/5b",The conversation fades out and a very long silence follows (29 seconds: the longest silence in the entire walk-along,NO
999,reverse-acoustic,Measured sound pressure level of pedestrian spaces by human-activity spatial context (field measurement),traffic noise (TN) vs residential activity sound (RS) vs commercial activity sound (CS) recording sites,means_sd,"LAeq,6min: TN 68.3 dBA, RS 66.2 dBA, CS 67.8 dBA; LCeq,6min 77.3 / 74.8 / 73.2; LAF5,6min 74.7 / 70.1 / 71.4; LAF95,6min 63.0 / 61.6 / 62.6. Pilot 1-min SPL: residential-dominated 62-69 dB, commercial-dominated 66-74 dB, traffic noise about 68 dB",6-min monaural recordings at each of 3 site types in Dalian; no SD reported,Table 1 (sound parameters measured in the field); Section 2.1,"the SPL varied from 62 dB to 69 dB if residential activities dominated, and from 66 dB to 74 dB",NO
999,reverse-acoustic,Perceived dominance of traffic noise and of human activity sounds by human-activity spatial context,"commuting-only (PSCTA) vs residential (PSRA) vs commercial (PSCA), each at SNR -3 / 0 / +3 dB",means_sd,"Traffic: PSCTA 4.900; PSRA -3dB 4.467 (p<0.001), 0dB 4.533 (p=0.017), 3dB 4.467 (p<0.001); PSCA -3dB 4.200, 0dB 4.200, 3dB 4.067 (all p<0.001). Human sounds: PSCTA 1.000; PSRA 2.433, 2.833, 3.333; PSCA 3.867, 4.033, 3.967 (all p<0.001 vs PSCTA)","30 participants (15 M, 15 F, aged 21-28, median 25, SD 2); 210 questionnaires, 30 per auditory environment; SDs not reported (95% CI shown in Fig. 3)",Section 3.1; Fig. 3a-b,"overlaying residential activity sounds, significantly reduced the perception of traffic noise from 4.900 to 4.467",NO
999,reverse-acoustic,Perceived dominance of sound source - two-way repeated-measures ANOVA with partial eta squared,activity type (residential vs commercial) x activity intensity (SNR -3 / 0 / +3 dB plus traffic-only),test_stat,Traffic: Type SS=3.750 df=1 MS=3.750 F=18.125 p<0.001 partial eta2=0.385; SNR SS=15.333 df=3 MS=5.111 F=27.086 p<0.001 eta2=0.483; Interaction SS=1.383 df=3 MS=0.461 F=3.692 p=0.015 eta2=0.113. Human: Type SS=40.017 df=1 F=78.766 p<0.001 eta2=0.731; SNR SS=269.150 df=3 F=219.251 p<0.001 eta2=0.883; Interaction SS=18.417 df=3 F=17.322 p<0.001 eta2=0.374,"n = 30 participants, fully within-subjects; Greenhouse-Geisser correction applied",Table 3,Summary of results of repeated-measure analysis of variance for perceived dominance of sound source,YES
999,reverse-acoustic,Acoustic comfort by human-activity spatial context and activity intensity,PSCTA vs PSRA vs PSCA at SNR -3 / 0 / +3 dB,means_sd,"PSCTA 1.200; PSRA -3dB 1.933 (p=0.001), 0dB 1.767 (p=0.001), 3dB 1.333; PSCA -3dB 1.367, 0dB 1.967 (p=0.003), 3dB 1.567 (p=0.031). RM ANOVA: Type SS=0.067 df=1.000 F=0.181 p=0.674 eta2=0.006; SNR SS=15.967 df=2.471 F=15.290 p<0.001 eta2=0.345; Interaction SS=6.167 df=2.311 F=5.574 p=0.004 eta2=0.161",n = 30 participants; 210 responses; SDs not reported (95% CI in Fig. 4); NOTE internal discrepancy: PSCA at SNR 0 dB is printed as mean 1.967 in one sentence and 1.767 in the next,Section 3.2; Table 4; Fig. 4,"compared with PSCTA (mean = 1.200), acoustic comfort in PSRA at SNR = -3 dB (mean = 1.933) was significantly higher",YES
999,reverse-acoustic,ISO Pleasantness and ISO Eventfulness by human-activity spatial context and intensity,PSCTA vs PSRA vs PSCA at SNR -3 / 0 / +3 dB,means_sd,"Pleasantness: PSCTA -0.5928; PSRA -0.4870 / -0.4978 / -0.4411; PSCA -0.3852 / -0.3764 / -0.3754. Eventfulness: PSCTA 0.1196; PSRA 3dB 0.3409 (p=0.040); PSCA -3dB 0.4870, 0dB 0.5047, 3dB 0.5065 (all p<0.001). PSCA vs PSRA Eventfulness p<0.000 / 0.001 / 0.016",n = 30 participants; 210 responses; SDs not reported; NOTE typo in source: the third Pleasantness comparison is labelled SNR -3 dB but reports the 3 dB means,Section 3.3; Fig. 5; Fig. 6,"the greater the activity intensity in pedestrian spaces, the stronger the Pleasantness and Eventfulness in the soundscapes",NO
999,reverse-acoustic,Perceived affective quality of soundscape - two-way repeated-measures ANOVA with partial eta squared,activity type x activity intensity (SNR),test_stat,Pleasant: Type SS=0.313 df=1 F=6.671 p=0.015 eta2=0.187; SNR SS=1.266 df=3 F=9.236 p<0.001 eta2=0.242; Interaction SS=0.128 df=3 F=1.906 p=0.134 eta2=0.062. Eventful: Type SS=1.868 df=1 F=24.570 p<0.001 eta2=0.459; SNR SS=3.319 df=3 F=11.138 p<0.001 eta2=0.277; Interaction SS=0.758 df=3 F=6.794 p<0.001 eta2=0.190,"n = 30 participants, within-subjects; Greenhouse-Geisser correction applied",Table 5,Summary of RM ANOVA results for perceived affective quality of soundscape,YES
