tier,route,freq,doi,year,journal,cited_by,title
T4-low,forward,1,10.1057/s41599-024-04064-4,2024,Humanities and Social Sciences Communications,22,"The influence of visual and auditory environments in parks on visitors’ landscape preference, emotional state, and perceived restorativeness"
T4-low,forward,1,10.1007/s40725-020-00131-6,2020,Current Forestry Reports,22,A Review of the Concepts and Measurements for Connection to Nature and Environmentally Responsible Behaviour—a Call for Research on Human-Forest Relationships
T4-low,forward,1,10.3390/su12229458,2020,Sustainability,22,Methodology for Establishing Well-Being Urban Indicators at the District Level to be Used on the CityScope Platform
T4-low,forward,1,10.3390/f13101613,2022,Forests,22,Forest Therapy Trails: A Conceptual Framework and Scoping Review of Research
T4-low,forward,1,10.1016/j.cities.2024.104823,2024,Cities,22,Neighborhood crime reduction interventions and perceived livability: A virtual reality study on fear of crime
T4-low,forward,1,10.1016/j.jum.2024.04.001,2024,Journal of Urban Management,22,Livability-oriented urban built environment: What kind of built environment can increase the housing prices?
T4-low,forward,1,10.1016/j.trd.2014.11.017,2015,Transportation Research Part D Transport and Environment,22,Residential moving intentions at highway locations: The trade-off between nuisances and accessibility in the Netherlands
T4-low,forward,1,10.3141/2073-11,2008,Transportation Research Record Journal of the Transportation Research Board,22,Accessible Pedestrian Signals at Complex Intersections
T4-low,forward,1,10.1016/j.heliyon.2024.e27925,2024,Heliyon,22,Identify the significant landscape characteristics for the perceived restorativeness of 8 perceived sensory dimensions in urban green space
T4-low,forward,1,10.1146/annurev-environ-112621-063931,2023,Annual Review of Environment and Resources,21,"Toward Zero-Carbon Urban Transitions with Health, Climate Resilience, and Equity Co-Benefits: Assessing Nexus Linkages"
T4-low,forward,1,10.1016/j.cities.2024.105537,2024,Cities,21,Decoding the spatial effects of walkability on walking behavior among older adults by integrating big data and small data
T4-low,forward,1,10.1016/j.scs.2025.106506,2025,Sustainable Cities and Society,21,Does urban green space form influence the spatial pattern of noise complaints?
T4-low,forward,1,10.1017/s0376892913000362,2013,Environmental Conservation,21,Integrating environmental policies towards a network of protected and quiet areas
T4-low,forward,1,10.1016/j.envpol.2020.116184,2020,Environmental Pollution,21,No negative effects of boat sound playbacks on olfactory-mediated food finding behaviour of shore crabs in a T-maze
T4-low,forward,1,10.1016/j.apacoust.2021.107910,2021,Applied Acoustics,21,Bringing music to the park: The effect of Musikiosk on the quality of public experience
T4-low,forward,1,10.3389/fpsyg.2021.707457,2021,Frontiers in Psychology,21,"Research on Acoustic Environment in the Building of Nursing Homes Based on Sound Preference of the Elderly People: A Case Study in Harbin, China"
T4-low,forward,1,10.1016/j.ufug.2022.127478,2022,Urban forestry & urban greening,21,"Can urban green space cure homesickness? Case study on China poverty alleviation migrants in Anshun, Guizhou"
T4-low,forward,1,10.3389/fpsyg.2021.774689,2022,Frontiers in Psychology,21,Religious Belief-Related Factors Enhance the Impact of Soundscapes in Han Chinese Buddhist Temples on Mental Health
T4-low,forward,1,10.1016/j.rser.2023.113307,2023,Renewable and Sustainable Energy Reviews,21,UMC-based models: An integrating UMC performance analysis and numerical methods
T4-low,forward,1,10.1016/j.jcps.2016.02.005,2016,Journal of Consumer Psychology,21,When are natural and urban environments restorative? The impact of environmental compatibility on self‐control restoration
T4-low,forward,1,10.1016/j.buildenv.2014.07.006,2014,Building and Environment,21,Listening laboratory study of low height roadside noise barrier performance compared against in-situ field data
T4-low,forward,1,10.1016/j.ufug.2019.126518,2019,Urban forestry & urban greening,21,"Perceived spillover effects of club-based green space: Evidence from Beijing golf courses, China"
T4-low,forward,1,10.1016/j.apgeog.2025.103596,2025,Applied Geography,21,Environmental determinants of dynamic jogging patterns: Insights from trajectory big data analysis and interpretable machine learning
T4-low,forward,1,10.3390/healthcare11091249,2023,Healthcare,20,Bibliometric Analysis of Nature-Based Therapy Research
T4-low,forward,1,10.1016/j.eiar.2024.107776,2024,Environmental Impact Assessment Review,20,Assessing nature-based solutions: A developed SCGE model for long-term environmental and social impacts of urban green spaces on sustainable development
T4-low,forward,1,10.1016/j.ufug.2019.126440,2019,Urban forestry & urban greening,20,SAUS: A tool for preserving urban green areas from air pollution
T4-low,forward,1,10.1016/j.ufug.2020.126904,2020,Urban forestry & urban greening,20,Effects of auditory-visual combinations on students’ perceived safety of urban green spaces during the evening
T4-low,forward,1,10.1177/00420980211023206,2021,Urban Studies,20,Land use disadvantages in Germany: A matter of ethnic income inequalities?
T4-low,forward,1,10.3390/ijerph18147484,2021,International Journal of Environmental Research and Public Health,20,Is Brief Exposure to Green Space in School the Best Option to Improve Attention in Children?
T4-low,forward,1,10.3390/f13091435,2022,Forests,20,"Multi-Sensory Experience and Preferences for Children in an Urban Forest Park: A Case Study of Maofeng Mountain Forest Park in Guangzhou, China"
T4-low,forward,1,10.1177/09697764231155335,2023,European Urban and Regional Studies,20,What makes cities happy? Factors contributing to life satisfaction in European cities
T4-low,forward,1,10.3390/su15118831,2023,Sustainability,20,"Keep Calm and Go Out: Urban Nature Exposure, Mental Health, and Perceived Value during the COVID-19 Lockdown"
T4-low,forward,1,10.1080/14766825.2023.2240297,2023,Journal of Tourism and Cultural Change,20,Tourist perceptions of landscape in Chinese traditional villages: analysis based on online data
T4-low,forward,1,10.1515/noise-2019-0005,2019,Noise Mapping,20,Classification and mapping of sound sources in local urban streets through AudioSet data and Bayesian optimized Neural Networks
T4-low,forward,1,10.1016/j.apacoust.2020.107803,2020,Applied Acoustics,20,Noise prediction based on acoustic maps and vehicle fleet composition
T4-low,forward,1,10.1007/s00267-021-01480-z,2021,Environmental Management,20,"Park Visitors’ Place Attachment and Climate Change-related Displacement: Potential Shifts in Who, Where, and When"
T4-low,forward,1,10.3390/smartcities5040085,2022,Smart Cities,20,Smart and Sentient Retail High Streets
T4-low,forward,1,10.3390/f13091376,2022,Forests,20,"Audio-Visual Analysis of Visitors’ Landscape Preference for City Parks: A Case Study from Zhangzhou, China"
T4-low,forward,1,10.3390/jcs6110348,2022,Journal of Composites Science,19,Seismic Composite Metamaterial: A Review
T4-low,forward,1,10.1080/13683500.2023.2168522,2023,Current Issues in Tourism,19,Understanding tourist experiences of sounds at nature-based destinations: from a relational perspective
T4-low,forward,1,10.3390/f15030463,2024,Forests,19,Assessing the Relationship between Land Surface Temperature and Composition Elements of Urban Green Spaces during Heat Waves Episodes in Mediterranean Cities
T4-low,forward,1,10.1061/(asce)up.1943-5444.0000671,2021,Journal of Urban Planning and Development,19,"Influence of Features of Green Spaces on Health and Well-Being: Case Study of Shanghai, China"
T4-low,forward,1,10.1186/s12877-021-02349-w,2021,BMC Geriatrics,19,Intra-day variation in daily outdoor walking speed among community-dwelling older adults
T4-low,forward,1,10.1371/journal.pone.0254949,2021,PLoS ONE,19,"Factors influencing walking trips. Evidence from Gdynia, Poland"
T4-low,forward,1,10.1115/1.4052640,2021,ASME Journal of Engineering for Sustainable Buildings and Cities,19,How Work From Home Has Affected the Occupant's Well-Being in the Residential Built Environment: An International Survey Amid the Covid-19 Pandemic
T4-low,forward,1,10.1121/10.0009324,2022,The Journal of the Acoustical Society of America,19,Multidimensional analyses of the noise impacts of COVID-19 lockdown
T4-low,forward,1,10.1007/s00267-022-01673-0,2022,Environmental Management,19,Does Water Quality Matter for Life Quality? A Study of the Impact of Water Quality on Well-being in a Coastal Community
T4-low,forward,1,10.1080/02508281.2024.2312347,2024,Tourism Recreation Research,19,"Senses, emotions and wellbeing in forest recreation and tourism"
T4-low,forward,1,10.1016/j.envres.2024.119772,2024,Environmental Research,19,Non-linear associations between noise level and people's short-term noise annoyance in different activity contexts
T4-low,forward,1,10.1108/14777831311322668,2013,Management of Environmental Quality An International Journal,19,"Importance of recreational ecosystem services in Helsinki, Finland"
T4-low,forward,1,10.1080/13574809.2020.1730691,2020,Journal of Urban Design,19,On the relationship between land use and sound sources in the urban environment
T4-low,forward,1,10.1016/j.apergo.2013.08.002,2013,Applied Ergonomics,19,On the hazard of quiet vehicles to pedestrians and drivers
T4-low,forward,1,10.1016/j.jum.2021.05.003,2021,Journal of Urban Management,19,Pedestrian dynamics on narrow pavements in high-density Hong Kong
T4-low,forward,1,10.1016/j.apgeog.2023.103167,2023,Applied Geography,19,The utility of street view imagery in environmental audits for runnability
T4-low,forward,1,10.1016/j.buildenv.2024.111790,2024,Building and Environment,19,Coupling effects of building-vegetation-land on seasonal land surface temperature on street-level: A study from a campus in Beijing
T4-low,forward,1,10.1016/j.envsoft.2023.105931,2023,Environmental Modelling & Software,19,Automatic classification of land cover from LUCAS in-situ landscape photos using semantic segmentation and a Random Forest model
T4-low,forward,1,10.3390/ijerph20105832,2023,International Journal of Environmental Research and Public Health,18,The Role of Greenery in Stress Reduction among City Residents during the COVID-19 Pandemic
T4-low,forward,1,10.1016/j.ufug.2024.128517,2024,Urban forestry & urban greening,18,"Predicting the impact of integrated audio-visual environments on perceived restorative benefits across different park types: A field study based on seven parks in Hangzhou, China"
T4-low,forward,1,10.1016/j.buildenv.2020.107203,2020,Building and Environment,18,Field study of air environment perceptions and influencing factors in waiting spaces of general hospitals in winter cities
T4-low,forward,1,10.3390/ijerph18063151,2021,International Journal of Environmental Research and Public Health,18,Revisiting the Concept of Quietness in the Urban Environment—Towards Ecosystems’ Health and Human Well-Being
T4-low,forward,1,10.1016/j.ecoser.2021.101268,2021,Ecosystem Services,18,"A multi-criteria analytical method to assess ecosystem services at urban site level, exemplified by two German city districts"
T4-low,forward,1,10.1016/j.jhtm.2021.10.008,2021,Journal of Hospitality and Tourism Management,18,Development of tranquility perception scale: From tourists' perspective
T4-low,forward,1,10.1016/j.ufug.2022.127620,2022,Urban forestry & urban greening,18,Animals in urban green spaces in relation to mental restorative quality
T4-low,forward,1,10.3390/cli10060082,2022,Climate,18,"The Application of Geographical Information Systems and the Analytic Hierarchy Process in Selecting Sustainable Areas for Urban Green Spaces: A Case Study in Hue City, Vietnam"
T4-low,forward,1,10.1016/j.compenvurbsys.2022.101919,2022,Computers Environment and Urban Systems,18,Perceptions of space and time of public transport travel associated with human brain activities: A case study of bus travel in Beijing
T4-low,forward,1,10.1016/j.ecoinf.2022.101942,2022,Ecological Informatics,18,Effects of botanical gardens on student environmental perception
T4-low,forward,1,10.1016/j.jenvman.2024.120422,2024,Journal of Environmental Management,18,Mapping and assessing natural soundscape quality: An indicator-based model for landscape planning
T4-low,forward,1,10.3390/f15030518,2024,Forests,18,A Study on the Effect of Green Plot Ratio (GPR) on Urban Heat Island Intensity and Outdoor Thermal Comfort in Residential Areas
T4-low,forward,1,10.1016/j.apacoust.2019.107157,2019,Applied Acoustics,18,Microphone position and noise exposure assessment of building façades
T4-low,forward,1,10.1016/j.foar.2024.05.002,2024,Frontiers of Architectural Research,18,Modulatory effects of the landscape sequences on pedestrians emotional states using EEG
T4-low,forward,1,10.1080/01441647.2022.2123064,2022,Transport Reviews,18,Methods used to capture subjective user experiences in adults while riding bicycles: a scoping review
T4-low,forward,1,10.1177/0145482x1110501012,2011,Journal of Visual Impairment & Blindness,18,Walking between the Lines: Nonvisual Cues for Maintaining Headings during Street Crossings
T4-low,forward,1,10.1016/j.ufug.2025.128781,2025,Urban forestry & urban greening,17,"Network-based assessment of urban forest and green space accessibility in six major cities: London, New York, Paris, Tokyo, Seoul, and Beijing"
T4-low,forward,1,10.3390/ijerph17249202,2020,International Journal of Environmental Research and Public Health,17,Satellite Imaging-Based Residential Greenness and Accelerometry Measured Physical Activity at Midlife—Population-Based Northern Finland Birth Cohort 1966 Study
T4-low,forward,1,10.3389/fpsyg.2021.718172,2021,Frontiers in Psychology,17,Real and Imagined Smellscapes
T4-low,forward,1,10.1016/j.tbs.2022.06.003,2022,Travel Behaviour and Society,17,Safety of walking trips accessing to public transportation: A Bayesian spatial model in Hong Kong
T4-low,forward,1,10.3390/ijerph192214625,2022,International Journal of Environmental Research and Public Health,17,"Walking Behavior of Older Adults in Temuco, Chile: The Contribution of the Built Environment and Socio-Demographic Factors"
T4-low,forward,1,10.1126/sciadv.adn1636,2024,Science Advances,17,"The urban desirability paradox: U.K. urban-rural differences in well-being, social satisfaction, and economic satisfaction"
T4-low,forward,1,10.1007/s10668-016-9856-x,2016,Environment Development and Sustainability,17,Measuring satisfaction: analyzing the relationships between sociocultural variables and functionality of urban recreational parks
T4-low,forward,1,10.3390/ijerph17238955,2020,International Journal of Environmental Research and Public Health,17,Relationship between Long-Term Residential Green Exposure and Individuals’ Mental Health: Moderated by Income Differences and Residential Location in Urban China
T4-low,forward,1,10.1080/01944363.2020.1846597,2021,Journal of the American Planning Association,17,The Impact of Residential Densification on Perceptions of Public Space
T4-low,forward,1,10.1016/j.envpol.2021.116814,2021,Environmental Pollution,17,"Greener neighbourhoods, healthier birth outcomes? Evidence from Australia"
T4-low,forward,1,10.1007/s43762-024-00158-6,2024,Computational Urban Science,17,Integrating variable importance and spatial heterogeneity to reveal the environmental effects on outdoor jogging
T4-low,forward,1,10.70252/bura5885,2010,International journal of exercise science,17,"Objective and Subjective Assessments of ‘Normal’ Walking Pace, in Comparison with that Recommended for Moderate Intensity Physical Activity"
T4-low,forward,1,10.1080/17458927.2024.2392960,2024,The Senses and Society,16,Understanding urban green spaces through lenses of sensory experience: a case study of neighborhood parks in Dhaka city
T4-low,forward,1,10.1016/j.copsyc.2025.102005,2025,Current Opinion in Psychology,16,Green healing: Ecotherapy as a transformative model of health and social care
T4-low,forward,1,10.1016/j.trd.2020.102326,2020,Transportation Research Part D Transport and Environment,16,A data perception model for the safe operation of high-speed rail in rainstorms
T4-low,forward,1,10.3390/ijerph18073337,2021,International Journal of Environmental Research and Public Health,16,Performance Assessment Indicators for Comparing Recreational Services of Urban Parks
T4-low,forward,1,10.1016/j.scs.2021.103546,2021,Sustainable Cities and Society,16,Physiological and psychological influence of multi-media in urban business districts
T4-low,forward,1,10.3390/land11112017,2022,Land,16,"Effects of the Combination of Audio and Visual Factors on Mental Restoration in a Large-Scale Urban Greenway: Perspectives from Wuhan, China"
T4-low,forward,1,10.3390/mti7020016,2023,Multimodal Technologies and Interaction,16,Ranking Crossing Scenario Complexity for eHMIs Testing: A Virtual Reality Study
T4-low,forward,1,10.3389/fpsyg.2023.1113134,2023,Frontiers in Psychology,16,Restorative effect of audio and visual elements in urban waterfront spaces
T4-low,forward,1,10.1016/j.apacoust.2023.109550,2023,Applied Acoustics,16,The relationship between the perceptual experience of a waterfront-built environment and audio-visual indicators
T4-low,forward,1,10.1007/s11252-023-01480-3,2023,Urban Ecosystems,16,Perceptions of cultural ecosystem services provision by small public urban green spaces: perspectives from different cultural backgrounds
T4-low,forward,1,10.1080/13574809.2023.2300505,2024,Journal of Urban Design,16,Towards a pattern language for green space design in high density urban developments
T4-low,forward,1,10.3390/urbansci8040264,2024,Urban Science,16,Towards Resilient and Inclusive Cities: A Framework for Sustainable Street-Level Urban Design
T4-low,forward,1,10.1016/j.cities.2024.105678,2024,Cities,16,Gender differences in the impact of green space exposure on life satisfaction
T4-low,forward,1,10.1631/jzus.a1200159,2013,Journal of Zhejiang University. Science A,16,"Soundscape of the West Lake Scenic Area with profound cultural background—a case study of Evening Bell Ringing in Jingci Temple, China"
T4-low,forward,1,10.1016/j.scitotenv.2013.08.085,2013,The Science of The Total Environment,16,A method for environmental acoustic analysis improvement based on individual evaluation of common sources in urban areas
T4-low,forward,1,10.3390/ijerph17051470,2020,International Journal of Environmental Research and Public Health,16,Neighborhood Greenery as a Predictor of Outdoor Crimes between Low and High Income Neighborhoods
T4-low,forward,1,10.1016/j.cities.2024.105293,2024,Cities,16,Exploring the inclusion of children from a spatial perspective: An analytical framework of the correlation between physical environment and children's inclusion in urban public spaces
T4-low,forward,1,10.1016/j.ufug.2025.128769,2025,Urban forestry & urban greening,16,Lighting the night: Unveiling the restorative potential of urban green spaces in nighttime environments
T4-low,forward,1,10.1371/journal.pone.0300328,2024,PLoS ONE,16,"Impact of rural soundscape on environmental restoration: An empirical study based on the Taohuayuan Scenic Area in Changde, China"
T4-low,forward,1,10.1016/j.foar.2023.12.006,2024,Frontiers of Architectural Research,15,“Interface-element-perception” model to evaluation of urban sidewalk visual landscape in the core area of Beijing
T4-low,forward,1,10.1016/j.jtrangeo.2024.103892,2024,Journal of Transport Geography,15,The everyday struggles of accessing public transport for women in the first- and last-mile stretches in Kolkata
T4-low,forward,1,10.1016/j.apacoust.2024.110205,2024,Applied Acoustics,15,Are natural soundscapes always beneficial? Evaluating the restorative qualities and influencing mechanisms of natural water soundscapes
T4-low,forward,1,10.1016/j.cities.2024.105496,2024,Cities,15,Disentangling the non-linear impacts of natural attributes of urban built environment on life satisfaction
T4-low,forward,1,10.1080/13683500.2021.1895728,2021,Current Issues in Tourism,15,When technology meets heritage: a moderated mediation of immersive technology on the constraint-satisfaction relationship
T4-low,forward,1,10.1007/s10668-021-01930-y,2021,Environment Development and Sustainability,15,An acoustical landscaping study: the impact of distance between the sound source and the landscape plants on traffic noise reduction
T4-low,forward,1,10.3390/f13060960,2022,Forests,15,Psychophysiological Impacts of Traffic Sounds in Urban Green Spaces
T4-low,forward,1,10.1016/j.jad.2022.08.095,2022,Journal of Affective Disorders,15,Associations of greenness surrounding schools and self-reported depressive and anxiety symptoms in Chinese adolescents
T4-low,forward,1,10.3390/land11122251,2022,Land,15,"Concatenating Daily Exercise Routes with Public Sports Facilities, Bicycle Lanes, and Green Spaces: A Feasibility Analysis in Nanjing, China"
T4-low,forward,1,10.1016/j.apacoust.2023.109572,2023,Applied Acoustics,15,Converging towards a French translation of soundscape attributes: Insights from Quebec and France
T4-low,forward,1,10.1080/23311886.2024.2397535,2024,Cogent Social Sciences,15,The impact of sustainable development goals (SDGs) on tourism growth. Empirical evidence from G-7 countries
T4-low,forward,1,10.1002/pan3.10723,2024,People and Nature,15,"Principal sensory experiences of forest visitors in four countries, for evidence‐based nature therapy"
T4-low,forward,1,10.1080/13574809.2017.1377066,2017,Journal of Urban Design,15,Urban public open space in the mental image of users: the elements connecting urban public open spaces in a spatial network
T4-low,forward,1,10.1016/j.trd.2020.102339,2020,Transportation Research Part D Transport and Environment,15,Variability in sound power levels: Implications for static and dynamic traffic models
T4-low,forward,1,10.3389/fpsyg.2020.551213,2020,Frontiers in Psychology,15,Understanding the Well-Being of Older Chinese Immigrants in Relation to Green Spaces: A Gold Coast Study (Australia)
T4-low,forward,1,10.3390/ijerph182010891,2021,International Journal of Environmental Research and Public Health,15,The Interplay between Housing Environmental Attributes and Design Exposures and Psychoneuroimmunology Profile—An Exploratory Review and Analysis Paper in the Cancer Survivors’ Mental Health Morbidity Context
T4-low,forward,1,10.1080/09603123.2013.800965,2013,International Journal of Environmental Health Research,15,Landscape structure and diseases profile: associating land use type composition with disease distribution
T4-low,forward,1,10.1016/j.landusepol.2016.12.008,2016,Land Use Policy,15,The development of highway nuisance perception
T4-low,forward,1,10.1016/j.cities.2025.106185,2025,Cities,15,Deciphering spatiotemporal patterns and mobility network of outdoor jogging utilizing large-scale GPS trajectory data
T4-low,forward,1,10.3390/ijerph19169837,2022,International Journal of Environmental Research and Public Health,15,Landscape Perception and the Importance of Recreation Areas for Students during the Pandemic Time
T4-low,forward,1,10.1016/j.nbsj.2024.100175,2024,Nature-Based Solutions,15,A socio-ecological approach to investigate the perception of green walls in cities: A comparative analysis of case studies in Turin and Lisbon
T4-low,forward,1,10.3390/su15065505,2023,Sustainability,15,Research on Driving Factors of Forest Ecological Security: Evidence from 12 Provincial Administrative Regions in Western China
T4-low,forward,1,10.1111/tesg.12205,2016,Tijdschrift voor Economische en Sociale Geografie,14,"Size of Town, Level of Education and Life Satisfaction in Western Europe"
T4-low,forward,1,10.1177/21582440231195486,2023,SAGE Open,14,Exploring Tourist Behavior in Active Sports Tourism: An Analysis of the Mediating Role of Emotions and Moderating Role of Surfing Identification
T4-low,forward,1,10.1007/s44213-023-00022-z,2024,City and Built Environment,14,"“Reading”, “listening” and sound, light environment"
T4-low,forward,1,10.1016/j.cities.2024.105154,2024,Cities,14,Disentangling public urban green space satisfaction: Exploring individual and contextual factors across European cities
T4-low,forward,1,10.1016/j.landurbplan.2024.105143,2024,Landscape and Urban Planning,14,A dose of nature to reduce sexual crimes in public outdoor spaces: Proposing the Landscape-Sexual Crime Model
T4-low,forward,1,10.1016/j.apacoust.2014.06.015,2014,Applied Acoustics,14,Development of a social survey for the study of vibration annoyance in residential environments: Good practice guidance
T4-low,forward,1,10.1177/0042098014562333,2014,Urban Studies,14,"Making operative concepts from Murray Schafer’s soundscapes typology: A qualitative and comparative analysis of noise pollution in Bangkok, Thailand and Los Angeles, California"
T4-low,forward,1,10.1080/23748834.2019.1599093,2019,Cities & Health,14,"Ecological connectivity of urban quiet areas: the case of Mytilene, Greece"
T4-low,forward,1,10.1016/j.apacoust.2020.107376,2020,Applied Acoustics,14,"Valuing transport noise impacts in public urban spaces in the UK: Gaps, opportunities and challenges"
T4-low,forward,1,10.1016/j.apacoust.2020.107640,2020,Applied Acoustics,14,Correlation between objective and subjective assessment of noise barriers
T4-low,forward,1,10.3390/ijerph182312607,2021,International Journal of Environmental Research and Public Health,14,Influence of Government Information on Farmers’ Participation in Rural Residential Environment Governance: Mediating Effect Analysis Based on Moderation
T4-low,forward,1,10.1016/j.buildenv.2023.110046,2023,Building and Environment,14,Evaluation of sound environment in departure lounges of a large hub airport
T4-low,forward,1,10.1016/j.landusepol.2023.106860,2023,Land Use Policy,14,Understanding vitality of public space: A review with an example of capital city Kathmandu in Nepal
T4-low,forward,1,10.1016/j.jort.2025.100864,2025,Journal of Outdoor Recreation and Tourism,14,Do urban park spatial features influence public emotional responses during jogging? Evidence from social media data
T4-low,forward,1,10.1007/s11442-025-2338-z,2025,Journal of Geographical Sciences,14,Examining the impact of urban environment on healthy vitality of outdoor running based on street view imagery and urban big data
T4-low,forward,1,10.1080/15534510.2013.778214,2013,Social Influence,14,"Conformity, obedience to authority, and compliance without pressure to control cigarette butt pollution"
T4-low,forward,1,10.1007/bf02684491,1981,Current Psychological Reviews,14,Crowding and stress: 1. Review of variables and theories
T4-low,forward,1,10.1007/s11676-024-01812-9,2024,Journal of Forestry Research,13,The evidence for stress recovery in forest therapy programs: investigating whether forest walking and guided forest therapy activities have the same potential?
T4-low,forward,1,10.1016/j.landurbplan.2025.105444,2025,Landscape and Urban Planning,13,How greenery exposure influences noise perception across geographic contexts
T4-low,forward,1,10.1016/j.apacoust.2022.109018,2022,Applied Acoustics,13,A comprehensive environmental sound categorization scheme of an urban city
T4-low,forward,1,10.3390/su15010841,2023,Sustainability,13,"Restorative Effects of Park Visiting on Physiology, Psychology, and Society and the Factors Influencing Park Visiting"
T4-low,forward,1,10.3390/ijerph20186768,2023,International Journal of Environmental Research and Public Health,13,"Multisensory Stimuli, Restorative Effect, and Satisfaction of Visits to Forest Recreation Destinations: A Case Study of the Jhihben National Forest Recreation Area in Taiwan"
T4-low,forward,1,10.1016/j.ufug.2023.128117,2023,Urban forestry & urban greening,13,Understanding people’s interactions with urban greenspace: Case studies in Eastern Europe
T4-low,forward,1,10.1016/j.apacoust.2023.109786,2023,Applied Acoustics,13,The implementation of soundscape attributes in Indonesian: A case study of soundwalk
T4-low,forward,1,10.1016/j.jenvman.2024.120060,2024,Journal of Environmental Management,13,"The impact of traffic noise on the capitalization of public walking area: A hedonic analysis of Vienna, Austria"
T4-low,forward,1,10.1080/09669582.2024.2350651,2024,Journal of Sustainable Tourism,13,Tourist re-enchantment: cultivating planetary wellbeing through more-than-human entanglements in the forest
T4-low,forward,1,10.1016/j.jobe.2024.110468,2024,Journal of Building Engineering,13,"Evaluation methods, testing standards, and simulation techniques of sound absorption capabilities of cementitious materials: A review"
T4-low,forward,1,10.5751/es-08478-210314,2016,Ecology and Society,13,Resident perceptions of natural resources between cities and across scales in the Pacific Northwest
T4-low,forward,1,10.3390/ijerph14060578,2017,International Journal of Environmental Research and Public Health,13,Cognitive-Motivational Determinants of Residents’ Civic Engagement and Health (Inequities) in the Context of Noise Action Planning: A Conceptual Model
T4-low,forward,1,10.3390/app10041279,2020,Applied Sciences,13,Courtyard Sound Field Characteristics by Bell Sounds in Han Chinese Buddhist Temples
T4-low,forward,1,10.1007/s10708-021-10545-9,2021,GeoJournal,13,"Assessing spatial distribution and residents satisfaction for urban green spaces in Lahore city, Pakistan"
T4-low,forward,1,10.3390/ijerph19010068,2021,International Journal of Environmental Research and Public Health,13,Nature-Based Citizen Science as a Mechanism to Improve Human Health in Urban Areas
T4-low,forward,1,10.3390/ijerph19127394,2022,International Journal of Environmental Research and Public Health,13,Exploring Environmental Health Inequalities: A Scientometric Analysis of Global Research Trends (1970–2020)
T4-low,forward,1,10.1177/23998083221129879,2022,Environment and Planning B Urban Analytics and City Science,13,The impact of geometric and land use elements on the perceived pleasantness of urban layouts
T4-low,forward,1,10.3390/ijerph20010269,2022,International Journal of Environmental Research and Public Health,13,"Meaning in Music Is Intentional, but in Soundscape It Is Not—A Naturalistic Approach to the Qualia of Sounds"
T4-low,forward,1,10.1177/2514848619843729,2019,Environment and Planning E Nature and Space,13,Artificial lawn people
T4-low,forward,1,10.1016/j.apacoust.2020.107662,2020,Applied Acoustics,13,Impact of measuring microphone location on the result of environmental noise assessment
T4-low,forward,1,10.3390/ijgi12090371,2023,ISPRS International Journal of Geo-Information,13,Nonlinear Hierarchical Effects of Housing Prices and Built Environment Based on Multiscale Life Circle—A Case Study of Chengdu
T4-low,forward,1,10.54517/esp.v8i3.1869,2023,Environment and Social Psychology,13,Biophilia in pieces: Critical approach of a general concept
T4-low,forward,1,10.1016/j.healthplace.2023.103145,2023,Health & Place,13,Using geospatial trajectories to explore how the COVID-19 pandemic affects the associations between environmental attributes and runnability of park trails
T4-low,forward,1,10.1016/j.ufug.2024.128524,2024,Urban forestry & urban greening,13,A review of big data applications in studies of urban green space
T4-low,forward,1,10.1016/j.ufug.2024.128625,2024,Urban forestry & urban greening,13,"More green, less annoying? The moderating effects of greenery near home, noise sensitivity, and nature relatedness on road traffic noise annoyance"
T4-low,forward,1,10.1121/10.0034417,2024,The Journal of the Acoustical Society of America,13,Soundscape perception indices (SPIs): Developing context-dependent single value scores of multidimensional soundscape perceptual quality
T4-low,forward,1,10.1016/j.asej.2022.102088,2022,Ain Shams Engineering Journal,13,"Predicting traffic sound levels in Cairo before, during, and after the COVID-19 lockdown using Predictor-LimA software"
T4-low,forward,1,10.3390/app12146899,2022,Applied Sciences,12,Effect of Scents on Gazing Behavior and Choice
T4-low,forward,1,10.3390/land11112005,2022,Land,12,Impacts of COVID-19 Lockdown on Use and Perception of Urban Green Spaces and Demographic Group Differences
T4-low,forward,1,10.1016/j.trd.2022.103531,2022,Transportation Research Part D Transport and Environment,12,Influence of using low-noise pavements on residents’ perception of road noise protection
T4-low,forward,1,10.1016/j.apacoust.2023.109306,2023,Applied Acoustics,12,Electroencephalography based classification of emotions associated with road traffic noise using Gradient boosting algorithm
T4-low,forward,1,10.1515/noise-2022-0166,2023,Noise Mapping,12,"Framework for urban sound assessment at the city scale based on citizen action, with the smartphone application NoiseCapture as a lever for participation"
T4-low,forward,1,10.3390/buildings13061489,2023,Buildings,12,Satisfaction Evaluation for Underpass Green Spaces in Mountainous Cities under the Perspective of Environmental Perception
T4-low,forward,1,10.3389/fpubh.2023.1286518,2023,Frontiers in Public Health,12,"Critical factors influencing visitor emotions: analysis of “restorativeness” in urban park visits in Fuzhou, China"
T4-low,forward,1,10.1016/j.jort.2024.100739,2024,Journal of Outdoor Recreation and Tourism,12,The role of health and wellbeing in shaping local park experiences during the COVID-19 pandemic
T4-low,forward,1,10.3390/land13060793,2024,Land,12,The Influencing Mechanism of the Communities’ Built Environment on Residents’ Subjective Well-Being: A Case Study of Beijing
T4-low,forward,1,10.1016/j.ecolind.2024.112547,2024,Ecological Indicators,12,Characterizing acoustic dimensions of health-related urban greenspace
